,ISIN,Produkt Name,Produkttyp,Basiswert,Begebungsdatum,Brief,Geld
665,DE000MA5M3F3,"Mini-Future | Long | JD.com | 94,00 | 85,4545",Mini-Future,JD.com,02.03.2021,"0,980 EUR","0,970 EUR"
666,DE000MA5MA33,"Turbo Open End | Short | GBP/USD | 1,56",Turbo Open End,GBP/USD,02.03.2021,"13,540 EUR","13,520 EUR"
667,DE000MA5LY10,"Mini-Future | Short | Gold | 1.850,00 | 1.907,2165",Mini-Future,Gold,02.03.2021,"14,280 EUR","14,240 EUR"
668,DE000MA5MHY2,"Optionsschein | Call | BMW | 98,00 | 16.12.22",Optionsschein,BMW,02.03.2021,"0,300 EUR","0,230 EUR"
669,DE000MA5LZ19,"Turbo | Short | Gold | 1.900,00 | 19.03.21",Turbo,Gold,02.03.2021,"14,130 EUR","14,090 EUR"
670,DE000MA5MAP5,"Mini-Future | Long | Facebook | 255,00 | 237,2093",Mini-Future,Facebook,02.03.2021,"2,050 EUR","2,040 EUR"
671,DE000MA5MC56,"Turbo Open End | Long | Manz | 41,00",Turbo Open End,Manz,02.03.2021,-,"0,860 EUR"
672,DE000MA5LYU7,"Faktor-Zertifikat | 10,00 | Long | Gold Apr21",Faktor-Zertifikat,Gold Apr21,02.03.2021,"9,260 EUR","9,250 EUR"
673,DE000MA5LZJ7,"X-Turbo Open End  | Long | DAX ® / X-DAX ® | 13.810,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"2,710 EUR","2,700 EUR"
674,DE000MA5M603,"Mini-Future | Long | MDAX ® | 31.100,00 | 30.490,196",Mini-Future,MDAX ®,02.03.2021,-,"1,330 EUR"
675,DE000MA5MBH0,"Turbo Open End | Long | Erste Group Bank | 26,00",Turbo Open End,Erste Group Bank,02.03.2021,-,"0,210 EUR"
676,DE000MA5LXP9,"Mini-Future | Short | Gold Apr21 | 1.850,00 | 1.907,2165",Mini-Future,Gold Apr21,02.03.2021,"14,430 EUR","14,420 EUR"
677,DE000MA5M2G3,"Turbo Open End | Short | Orocobre | 5,00",Turbo Open End,Orocobre,02.03.2021,"0,540 EUR","0,430 EUR"
678,DE000MA5M975,"Mini-Future | Long | NASDAQ 100 ® | 12.950,00 | 12.696,0784",Mini-Future,NASDAQ 100 ®,02.03.2021,"3,660 EUR","3,650 EUR"
679,DE000MA5M2P4,"Faktor-Zertifikat | 10,00 | Long | Gold GSCI ®",Faktor-Zertifikat,Gold GSCI ®,02.03.2021,"9,500 EUR","9,490 EUR"
680,DE000MA5LY93,"Turbo | Long | Gold | 1.590,00 | 18.06.21",Turbo,Gold,02.03.2021,"12,740 EUR","12,700 EUR"
681,DE000MA5M488,"Turbo | Short | EUR/USD | 1,215 | 19.03.21",Turbo,EUR/USD,02.03.2021,"0,880 EUR","0,510 EUR"
682,DE000MA5MEE1,"Mini-Future | Long | Quadient | 19,00 | 16,8141",Mini-Future,Quadient,02.03.2021,-,"2,760 EUR"
683,DE000MA5MBD9,"Turbo Open End | Long | JCDecaux | 18,50",Turbo Open End,JCDecaux,02.03.2021,-,"2,670 EUR"
684,DE000MA5MEW3,"Mini-Future | Long | SAF-Holland | 12,00 | 11,1111",Mini-Future,SAF-Holland,02.03.2021,"1,920 EUR","1,810 EUR"
685,DE000MA5MCA3,"Turbo Open End | Long | SEB | 120,00",Turbo Open End,SEB,02.03.2021,-,"2,150 EUR"
686,DE000MA5LZ50,"Turbo | Long | Micron Technology | 85,00 | 19.03.21",Turbo,Micron Technology,02.03.2021,-,"0,730 EUR"
687,DE000MA5M2D0,"Turbo Open End | Short | Metropole Television | 18,00",Turbo Open End,Metropole Television,02.03.2021,-,"1,250 EUR"
688,DE000MA5LYA9,"Turbo | Long | Gold | 1.590,00 | 19.03.21",Turbo,Gold,02.03.2021,"12,620 EUR","12,580 EUR"
689,DE000MA5MCG0,"Turbo Open End | Short | MDAX ® | 37.000,00",Turbo Open End,MDAX ®,02.03.2021,-,"5,170 EUR"
690,DE000MA5MA17,"Turbo Open End | Short | GBP/USD | 1,60",Turbo Open End,GBP/USD,02.03.2021,"16,840 EUR","16,820 EUR"
691,DE000MA5MBL2,"Turbo Open End | Long | Financiere De L'Odet | 900,00",Turbo Open End,Financiere De L'Odet,02.03.2021,-,"0,900 EUR"
692,DE000MA5M6N0,"Mini-Future | Short | Dow Jones Industrial Average ® | 35.000,00 | 35.714,2858",Mini-Future,Dow Jones Industrial Average ®,02.03.2021,"34,990 EUR","34,970 EUR"
693,DE000MA5ME21,"Mini-Future | Long | Deutsche Pfandbriefbank | 8,00 | 7,5471",Mini-Future,Deutsche Pfandbriefbank,02.03.2021,"1,520 EUR","1,410 EUR"
694,DE000MA5ME39,"Mini-Future | Long | Hexagon Composites | 50,00 | 46,2962",Mini-Future,Hexagon Composites,02.03.2021,-,"0,760 EUR"
695,DE000MA5MF38,"Mini-Future | Long | Manz | 45,00 | 40,909",Mini-Future,Manz,02.03.2021,-,"0,690 EUR"
696,DE000MA5LY28,"Mini-Future | Short | Gold | 1.840,00 | 1.896,9073",Mini-Future,Gold,02.03.2021,"13,420 EUR","13,380 EUR"
697,DE000MA5M462,"Mini-Future | Short | Splunk | 160,00 | 177,7778",Mini-Future,Splunk,02.03.2021,"2,340 EUR","2,300 EUR"
698,DE000MA5M3J5,"Turbo Open End | Short | nCino | 80,00",Turbo Open End,nCino,02.03.2021,"0,980 EUR","0,920 EUR"
699,DE000MA5MC23,"Turbo Open End | Long | La Francaise des Jeux | 36,00",Turbo Open End,La Francaise des Jeux,02.03.2021,-,"0,300 EUR"
700,DE000MA5M2F5,"Turbo Open End | Short | Razer | 3,20",Turbo Open End,Razer,02.03.2021,"0,084 EUR","0,067 EUR"
701,DE000MA5LYQ5,"Turbo Open End | Long | Gold | 1.590,00",Turbo Open End,Gold,02.03.2021,"12,320 EUR","12,280 EUR"
702,DE000MA5LY02,"Mini-Future | Short | Palladium | 2.400,00 | 2.594,5946",Mini-Future,Palladium,02.03.2021,"19,550 EUR","18,720 EUR"
703,DE000MA5M0B8,"Turbo Open End | Short | Gold | 1.900,00",Turbo Open End,Gold,02.03.2021,"13,870 EUR","13,830 EUR"
704,DE000MA5MDH6,"Mini-Future | Long | Strabag | 25,00 | 22,7272",Mini-Future,Strabag,02.03.2021,-,"0,730 EUR"
705,DE000MA5MEX1,"Mini-Future | Long | Kering | 525,00 | 495,283",Mini-Future,Kering,02.03.2021,-,"0,650 EUR"
706,DE000MA5M405,"Mini-Future | Short | SMA Solar Technology | 62,50 | 70,2248",Mini-Future,SMA Solar Technology,02.03.2021,"17,730 EUR","17,320 EUR"
707,DE000MA5MB65,"Mini-Future | Long | Micron Technology | 90,00 | 81,8181",Mini-Future,Micron Technology,02.03.2021,"0,870 EUR","0,860 EUR"
708,DE000MA5MB24,"Mini-Future | Long | Microsoft | 230,00 | 214,9532",Mini-Future,Microsoft,02.03.2021,"1,690 EUR","1,680 EUR"
709,DE000MA5M959,"Mini-Future | Long | NASDAQ 100 ® | 12.850,00 | 12.598,0392",Mini-Future,NASDAQ 100 ®,02.03.2021,"4,480 EUR","4,470 EUR"
710,DE000MA5MAZ4,"Mini-Future | Long | Halliburton | 21,00 | 20,00",Mini-Future,Halliburton,02.03.2021,"0,209 EUR","0,200 EUR"
711,DE000MA5M066,"Faktor-Zertifikat | 5,00 | Long | HP",Faktor-Zertifikat,HP,02.03.2021,"11,910 EUR","11,880 EUR"
712,DE000MA5M0G7,"X-Turbo Open End  | Short | DAX ® / X-DAX ® | 17.000,00",X-Turbo Open End ,DAX ® / X-DAX ®,02.03.2021,"29,550 EUR","29,540 EUR"
713,DE000MA5M2K5,"Mini-Future | Long | Marvell Technology | 47,50 | 43,1818",Mini-Future,Marvell Technology,02.03.2021,"0,470 EUR","0,460 EUR"
714,DE000MA5M3V0,"Turbo Open End | Short | Tesla | 795,00",Turbo Open End,Tesla,02.03.2021,"0,950 EUR","0,940 EUR"
715,DE000MA5M025,"Faktor-Zertifikat | 6,00 | Long | Swisscom",Faktor-Zertifikat,Swisscom,02.03.2021,-,-
716,DE000MA5LYP7,"Turbo Open End | Long | Gold | 1.200,00",Turbo Open End,Gold,02.03.2021,"44,500 EUR","44,460 EUR"
717,DE000MA5LY36,"Turbo Open End | Long | Gold Apr21 | 1.550,00",Turbo Open End,Gold Apr21,02.03.2021,"15,410 EUR","15,400 EUR"
718,DE000MA5M470,"Mini-Future | Short | ResMed | 200,00 | 222,2223",Mini-Future,ResMed,02.03.2021,"2,460 EUR","2,430 EUR"
719,DE000MA5MF20,"Mini-Future | Long | Geely Auto | 25,00 | 23,1481",Mini-Future,Geely Auto,02.03.2021,"0,310 EUR","0,280 EUR"
720,DE000MA5MKP4,"Optionsschein | Call | Deutsche Börse | 165,00 | 17.12.21",Optionsschein,Deutsche Börse,02.03.2021,"0,280 EUR","0,250 EUR"
721,DE000MA5M2E8,"Turbo Open End | Short | SEB | 160,00",Turbo Open End,SEB,02.03.2021,-,"1,910 EUR"
722,DE000MA5M9D5,"Turbo Open End | Long | nCino | 35,00",Turbo Open End,nCino,02.03.2021,"3,040 EUR","2,980 EUR"
723,DE000MA5MFB4,"Mini-Future | Long | SEB | 120,00 | 111,1111",Mini-Future,SEB,02.03.2021,-,"3,000 EUR"
724,DE000MA5MAY7,"Mini-Future | Long | Etsy | 200,00 | 173,913",Mini-Future,Etsy,02.03.2021,"5,410 EUR","5,340 EUR"
725,DE000MA5M892,"Turbo | Long | CAC 40 ® | 5.710,00 | 19.03.21",Turbo,CAC 40 ®,02.03.2021,"1,290 EUR","1,280 EUR"
726,DE000MA5MSG6,"Optionsschein | Call | Daimler | 85,00 | 18.03.22",Optionsschein,Daimler,02.03.2021,"0,290 EUR","0,270 EUR"
727,DE000MA5MQ43,"Optionsschein | Call | Tencent | 710,00 | 17.06.22",Optionsschein,Tencent,02.03.2021,"1,350 EUR","1,320 EUR"
728,DE000MA5MR67,"Optionsschein | Call | Credit Suisse | 17,00 | 18.06.21",Optionsschein,Credit Suisse,02.03.2021,-,-
729,DE000MA5M041,"Faktor-Zertifikat | 10,00 | Long | Swisscom",Faktor-Zertifikat,Swisscom,02.03.2021,-,-
730,DE000MA5M2M1,"Mini-Future | Long | Spotify | 300,00 | 250,00",Mini-Future,Spotify,02.03.2021,"6,100 EUR","5,990 EUR"
731,DE000MA5M3T4,"Turbo Open End | Short | Moderna | 200,00",Turbo Open End,Moderna,02.03.2021,"4,510 EUR","4,480 EUR"
732,DE000MA5MB57,"Mini-Future | Long | Micron Technology | 89,00 | 80,909",Mini-Future,Micron Technology,02.03.2021,"0,950 EUR","0,940 EUR"
733,DE000MA5M520,"Mini-Future | Long | USD/JPY | 105,50 | 104,4555",Mini-Future,USD/JPY,02.03.2021,"1,780 EUR","1,770 EUR"
734,DE000MA5M454,"Mini-Future | Short | Twitter | 100,00 | 117,6471",Mini-Future,Twitter,02.03.2021,"3,590 EUR","3,580 EUR"
735,DE000MA5MQ27,"Optionsschein | Call | Tencent | 670,00 | 17.06.22",Optionsschein,Tencent,02.03.2021,"1,530 EUR","1,500 EUR"
736,DE000MA5MLD8,"Optionsschein | Call | Daimler | 85,00 | 17.06.22",Optionsschein,Daimler,02.03.2021,"0,330 EUR","0,310 EUR"
737,DE000MA5MEC5,"Mini-Future | Long | Traton | 23,00 | 20,909",Mini-Future,Traton,02.03.2021,"0,310 EUR","0,280 EUR"
738,DE000MA5MSC5,"Optionsschein | Call | BNP Paribas | 70,00 | 17.12.21",Optionsschein,BNP Paribas,02.03.2021,-,"0,067 EUR"
739,DE000MA5M9H6,"Turbo Open End | Long | Twitter | 67,00",Turbo Open End,Twitter,02.03.2021,-,"0,670 EUR"
740,DE000MA5LXQ7,"Mini-Future | Short | Palladium Jun21 | 2.400,00 | 2.594,5946",Mini-Future,Palladium Jun21,02.03.2021,"20,050 EUR","19,630 EUR"
741,DE000MA5M942,"Mini-Future | Long | NASDAQ 100 ® | 12.800,00 | 12.549,0196",Mini-Future,NASDAQ 100 ®,02.03.2021,"4,880 EUR","4,870 EUR"
742,DE000MA5ML89,"Optionsschein | Call | Deutsche Börse | 210,00 | 17.12.21",Optionsschein,Deutsche Börse,02.03.2021,"0,072 EUR","0,048 EUR"
743,DE000MA5M033,"Faktor-Zertifikat | 8,00 | Long | Swisscom",Faktor-Zertifikat,Swisscom,02.03.2021,-,-
744,DE000MA5MED3,"Mini-Future | Long | Solaria Energia y Medio Ambiente | 18,00 | 15,7894",Mini-Future,Solaria Energia y Medio Ambiente,02.03.2021,-,"2,660 EUR"
745,DE000MA5M3L1,"Turbo Open End | Short | Twitter | 96,00",Turbo Open End,Twitter,02.03.2021,"1,830 EUR","1,820 EUR"
746,DE000MA5M9W5,"Turbo Open End | Short | EUR/USD | 1,211",Turbo Open End,EUR/USD,02.03.2021,"0,700 EUR","0,160 EUR"
747,DE000MA5M2C2,"Turbo Open End | Short | Lagardere | 24,00",Turbo Open End,Lagardere,02.03.2021,-,"0,810 EUR"
748,DE000MA5MEG6,"Mini-Future | Long | Wendel | 95,00 | 87,9629",Mini-Future,Wendel,02.03.2021,-,"0,920 EUR"
749,DE000MA5MC15,"Turbo Open End | Long | Umicore | 47,00",Turbo Open End,Umicore,02.03.2021,-,"0,230 EUR"
750,DE000MA5M5V5,"Turbo Open End | Short | Kingsoft Cloud | 72,00",Turbo Open End,Kingsoft Cloud,02.03.2021,"0,920 EUR","0,850 EUR"
751,DE000MA5M3N7,"Turbo Open End | Short | Take-Two | 200,00",Turbo Open End,Take-Two,02.03.2021,"0,950 EUR","0,920 EUR"
752,DE000MA5LZZ3,"Faktor-Zertifikat | 10,00 | Long | Nestle",Faktor-Zertifikat,Nestle,02.03.2021,-,-
753,DE000MA5MKN9,"Optionsschein | Call | Deutsche Börse | 155,00 | 18.06.21",Optionsschein,Deutsche Börse,02.03.2021,"0,135 EUR","0,111 EUR"
754,DE000MA5MQ68,"Optionsschein | Call | Tencent | 750,00 | 17.06.22",Optionsschein,Tencent,02.03.2021,"1,210 EUR","1,180 EUR"
755,DE000MA5MFD0,"Mini-Future | Long | Pandora | 600,00 | 545,4545",Mini-Future,Pandora,02.03.2021,-,"0,750 EUR"
756,DE000MA5ME88,"Mini-Future | Long | Infineon | 34,50 | 32,8571",Mini-Future,Infineon,02.03.2021,"2,380 EUR","2,280 EUR"
757,DE000MA5MBT5,"Turbo Open End | Long | Moncler | 50,00",Turbo Open End,Moncler,02.03.2021,-,"0,290 EUR"
758,DE000MA5MAK6,"Mini-Future | Long | nCino | 37,50 | 33,3333",Mini-Future,nCino,02.03.2021,"3,110 EUR","3,050 EUR"
759,DE000MA5M264,"Turbo Open End | Short | Solaria Energia y Medio Ambiente | 22,00",Turbo Open End,Solaria Energia y Medio Ambiente,02.03.2021,-,"3,830 EUR"
760,DE000MA5M5F8,"Faktor-Zertifikat | 5,00 | Long | Kirkland Lake Gold",Faktor-Zertifikat,Kirkland Lake Gold,02.03.2021,"10,660 EUR","10,610 EUR"
761,DE000MA5M7X7,"Mini-Future | Long | Russian Depositary Index USD ® | 1.600,00 | 1.560,9756",Mini-Future,Russian Depositary Index USD ®,02.03.2021,-,-
762,DE000MA5M5W3,"Turbo Open End | Short | TAL Education | 90,00",Turbo Open End,TAL Education,02.03.2021,"1,020 EUR","1,000 EUR"
763,DE000MA5MLF3,"Optionsschein | Call | Daimler | 90,00 | 16.09.22",Optionsschein,Daimler,02.03.2021,"0,320 EUR","0,260 EUR"
764,DE000MA5MAD1,"Mini-Future | Long | Square | 220,00 | 200,00",Mini-Future,Square,02.03.2021,"4,460 EUR","4,420 EUR"
765,DE000MA5MBZ2,"Turbo Open End | Long | Tencent | 670,00",Turbo Open End,Tencent,02.03.2021,"0,430 EUR","0,400 EUR"
766,DE000MA5LZ35,"Turbo | Long | Twitter | 62,50 | 18.06.21",Turbo,Twitter,02.03.2021,"1,090 EUR","1,080 EUR"
767,DE000MA5MBP3,"Turbo Open End | Long | Unilever | 37,00",Turbo Open End,Unilever,02.03.2021,-,"0,740 EUR"
768,DE000MA5MLG1,"Optionsschein | Call | Daimler | 90,00 | 16.12.22",Optionsschein,Daimler,02.03.2021,"0,370 EUR","0,310 EUR"
769,DE000MA5MQ35,"Optionsschein | Call | Tencent | 690,00 | 17.06.22",Optionsschein,Tencent,02.03.2021,"1,440 EUR","1,410 EUR"
770,DE000MA5MEJ0,"Mini-Future | Long | Virbac | 200,00 | 180,1801",Mini-Future,Virbac,02.03.2021,-,"4,020 EUR"
771,DE000MA5LYV5,"Faktor-Zertifikat | 7,00 | Long | Silver May21",Faktor-Zertifikat,Silver May21,02.03.2021,"9,710 EUR","9,690 EUR"
772,DE000MA5MAL4,"Mini-Future | Long | Twitter | 74,00 | 64,3478",Mini-Future,Twitter,02.03.2021,"0,840 EUR","0,820 EUR"
773,DE000MA5M934,"Turbo Open End | Long | CAC 40 ® | 5.765,00",Turbo Open End,CAC 40 ®,02.03.2021,"0,720 EUR","0,710 EUR"
774,DE000MA5LZ43,"Turbo | Long | Micron Technology | 85,00 | 18.06.21",Turbo,Micron Technology,02.03.2021,-,"0,730 EUR"
775,DE000MA5MEU7,"Mini-Future | Long | La Francaise des Jeux | 37,00 | 34,5794",Mini-Future,La Francaise des Jeux,02.03.2021,-,"0,420 EUR"
776,DE000MA5M009,"Faktor-Zertifikat | 8,00 | Long | Beiersdorf",Faktor-Zertifikat,Beiersdorf,02.03.2021,"10,600 EUR","10,260 EUR"
777,DE000MA5MBV1,"Turbo Open End | Long | Morphosys | 47,50",Turbo Open End,Morphosys,02.03.2021,"4,040 EUR","3,980 EUR"
778,DE000MA5MDN4,"Mini-Future | Long | Landis Gyr Group | 62,50 | 59,5238",Mini-Future,Landis Gyr Group,02.03.2021,-,-
779,DE000MA5MFF5,"Mini-Future | Long | Technogym | 9,00 | 8,1818",Mini-Future,Technogym,02.03.2021,-,"1,170 EUR"
780,DE000MA5MAS9,"Mini-Future | Long | Merck | 37,50 | 35,7142",Mini-Future,Merck,02.03.2021,"3,090 EUR","3,080 EUR"
781,DE000MA5M9G8,"Turbo Open End | Long | Twitter | 66,00",Turbo Open End,Twitter,02.03.2021,"0,760 EUR","0,750 EUR"
782,DE000MA5M9F0,"Turbo Open End | Long | Twitter | 64,00",Turbo Open End,Twitter,02.03.2021,"0,920 EUR","0,910 EUR"
783,DE000MA5MAU5,"Mini-Future | Long | NVIDIA | 540,00 | 495,4128",Mini-Future,NVIDIA,02.03.2021,"3,950 EUR","3,900 EUR"
784,DE000MA5M215,"X-Turbo | Long | DAX ® / X-DAX ® | 13.900,00 | 16.04.21",X-Turbo,DAX ® / X-DAX ®,02.03.2021,"1,940 EUR","1,920 EUR"
785,DE000MA5MB81,"Mini-Future | Long | Rollins | 31,00 | 28,1818",Mini-Future,Rollins,02.03.2021,"0,470 EUR","0,460 EUR"
786,DE000MA5MB16,"Mini-Future | Long | Starbucks | 105,00 | 100,00",Mini-Future,Starbucks,02.03.2021,"0,670 EUR","0,660 EUR"
787,DE000MA5MBR9,"Turbo Open End | Long | voestalpine | 32,00",Turbo Open End,voestalpine,02.03.2021,-,"0,230 EUR"
788,DE000MA5M017,"Faktor-Zertifikat | 10,00 | Long | Unilever",Faktor-Zertifikat,Unilever,02.03.2021,-,"11,790 EUR"
789,DE000MA5MAQ3,"Mini-Future | Long | PayPal | 260,00 | 245,283",Mini-Future,PayPal,02.03.2021,"2,170 EUR","2,150 EUR"
790,DE000MA5MCC9,"Turbo Open End | Long | SEB | 130,00",Turbo Open End,SEB,02.03.2021,-,"1,170 EUR"
791,DE000MA5LY51,"Mini-Future | Short | EUR/JPY | 129,75 | 131,0606",Mini-Future,EUR/JPY,02.03.2021,"1,580 EUR","1,570 EUR"
792,DE000MA5M3P2,"Turbo Open End | Short | Willdan Group | 48,00",Turbo Open End,Willdan Group,02.03.2021,-,"0,600 EUR"
793,DE000MA5M512,"Turbo Open End | Short | USD/JPY | 121,00",Turbo Open End,USD/JPY,02.03.2021,"11,090 EUR","11,080 EUR"
794,DE000MA5MC07,"Turbo Open End | Long | Teleperformance | 280,00",Turbo Open End,Teleperformance,02.03.2021,-,"2,000 EUR"
795,DE000MA5M9Q7,"Turbo Open End | Long | Micron Technology | 85,00",Turbo Open End,Micron Technology,02.03.2021,-,"0,690 EUR"
796,DE000MA5MQD7,"Optionsschein | Call | Tencent | 890,00 | 17.06.22",Optionsschein,Tencent,02.03.2021,"0,860 EUR","0,830 EUR"
797,DE000MA5M3K3,"Turbo Open End | Short | Twitter | 100,00",Turbo Open End,Twitter,02.03.2021,"2,160 EUR","2,150 EUR"
798,DE000MA5MB32,"Mini-Future | Long | Tesla | 660,00 | 613,9534",Mini-Future,Tesla,02.03.2021,"0,630 EUR","0,620 EUR"
799,DE000MA5MDJ2,"Mini-Future | Long | Strabag | 29,00 | 26,3636",Mini-Future,Strabag,02.03.2021,-,"0,370 EUR"
800,DE000MA5M8J4,"Turbo | Long | CAC 40 ® | 5.750,00 | 16.04.21",Turbo,CAC 40 ®,02.03.2021,"0,890 EUR","0,880 EUR"
801,DE000MA5MEH4,"Mini-Future | Long | voestalpine | 32,50 | 30,9523",Mini-Future,voestalpine,02.03.2021,-,"0,310 EUR"
802,DE000MA5MBU3,"Turbo Open End | Long | Ipsos | 31,00",Turbo Open End,Ipsos,02.03.2021,-,"0,105 EUR"
803,DE000MA5LYX1,"Faktor-Zertifikat | 10,00 | Long | Silver May21",Faktor-Zertifikat,Silver May21,02.03.2021,"9,590 EUR","9,570 EUR"
804,DE000MA5LY69,"Mini-Future | Short | EUR/SEK | 11,20 | 11,3131",Mini-Future,EUR/SEK,02.03.2021,"11,720 EUR","11,690 EUR"
805,DE000MA5MAT7,"Mini-Future | Long | NVIDIA | 530,00 | 486,2385",Mini-Future,NVIDIA,02.03.2021,"4,710 EUR","4,680 EUR"
806,DE000MA5MBW9,"Turbo Open End | Long | Morphosys | 69,00",Turbo Open End,Morphosys,02.03.2021,"1,960 EUR","1,900 EUR"
807,DE000MA5M5R3,"Turbo Open End | Long | USD/ZAR | 14,80",Turbo Open End,USD/ZAR,02.03.2021,"0,840 EUR","0,750 EUR"
808,DE000MA5M082,"Faktor-Zertifikat | 8,00 | Long | PepsiCo",Faktor-Zertifikat,PepsiCo,02.03.2021,"10,780 EUR","10,750 EUR"
809,DE000MA5MAV3,"Mini-Future | Long | ServiceNow | 525,00 | 481,6513",Mini-Future,ServiceNow,02.03.2021,"6,130 EUR","6,050 EUR"
810,DE000MA5M9N4,"Turbo Open End | Long | Starbucks | 102,50",Turbo Open End,Starbucks,02.03.2021,"0,520 EUR","0,510 EUR"
811,DE000MA5MQ19,"Optionsschein | Call | Tencent | 650,00 | 17.06.22",Optionsschein,Tencent,02.03.2021,"1,630 EUR","1,600 EUR"
812,DE000MA5MQB1,"Optionsschein | Call | Tencent | 850,00 | 17.06.22",Optionsschein,Tencent,02.03.2021,"0,940 EUR","0,910 EUR"
813,DE000MA5M3M9,"Turbo Open End | Short | Workday | 280,00",Turbo Open End,Workday,02.03.2021,"2,670 EUR","2,630 EUR"
814,DE000MA5ME96,"Mini-Future | Long | Salmar | 575,00 | 500,00",Mini-Future,Salmar,02.03.2021,-,"0,790 EUR"
815,DE000MA5LY44,"Turbo Open End | Long | Cocoa May21 | 2.400,00",Turbo Open End,Cocoa May21,02.03.2021,-,-
816,DE000MA5MKH1,"Optionsschein | Call | Deutsche Börse | 125,00 | 17.12.21",Optionsschein,Deutsche Börse,02.03.2021,"1,680 EUR","1,650 EUR"
817,DE000MA5MB73,"Mini-Future | Long | Micron Technology | 91,00 | 82,7272",Mini-Future,Micron Technology,02.03.2021,"0,800 EUR","0,790 EUR"
818,DE000MA5LYB7,"X-Mini-Future | Long | DAX ® / X-DAX ® | 13.650,00 | 13.514,8514",X-Mini-Future,DAX ® / X-DAX ®,02.03.2021,"5,400 EUR","5,390 EUR"
819,DE000MA5M298,"Turbo Open End | Short | Xinyi Solar | 20,00",Turbo Open End,Xinyi Solar,02.03.2021,-,-
820,DE000MA5MDU9,"Mini-Future | Long | SPIE | 18,00 | 16,2162",Mini-Future,SPIE,02.03.2021,-,"2,850 EUR"
821,DE000MA5M6E9,"Faktor-Zertifikat | 10,00 | Short | Platinum GSCI ®",Faktor-Zertifikat,Platinum GSCI ®,02.03.2021,"10,450 EUR","10,340 EUR"
822,DE000MA5MAF6,"Mini-Future | Long | ONEOK | 25,00 | 21,9298",Mini-Future,ONEOK,02.03.2021,"2,100 EUR","2,090 EUR"
823,DE000MA5MFC2,"Mini-Future | Long | SEB | 130,00 | 120,3703",Mini-Future,SEB,02.03.2021,-,"2,070 EUR"
824,DE000MA5M2N9,"Faktor-Zertifikat | 7,00 | Long | Silver GSCI ®",Faktor-Zertifikat,Silver GSCI ®,02.03.2021,"9,800 EUR","9,770 EUR"
825,DE000MA5ME70,"Mini-Future | Long | Xinjiang Goldwind Science & Tech | 15,50 | 14,7619",Mini-Future,Xinjiang Goldwind Science & Tech,02.03.2021,"0,320 EUR","0,260 EUR"
826,DE000MA5MFG3,"Mini-Future | Long | Lanxess | 60,00 | 56,6037",Mini-Future,Lanxess,02.03.2021,"0,720 EUR","0,700 EUR"
827,DE000MA5M5S1,"Turbo Open End | Long | USD/ZAR | 14,90",Turbo Open End,USD/ZAR,02.03.2021,"0,580 EUR","0,130 EUR"
828,DE000MA5M835,"Mini-Future | Long | CAC 40 ® | 5.750,00 | 5.665,0246",Mini-Future,CAC 40 ®,02.03.2021,"1,560 EUR","1,550 EUR"
829,DE000MA5M223,"Turbo Open End | Short | Muenchener Rueck | 312,50",Turbo Open End,Muenchener Rueck,02.03.2021,"6,360 EUR","6,300 EUR"
830,DE000MA5MQ50,"Optionsschein | Call | Tencent | 730,00 | 17.06.22",Optionsschein,Tencent,02.03.2021,"1,280 EUR","1,250 EUR"
831,DE000MA5M8D7,"Turbo | Long | CAC 40 ® | 5.730,00 | 19.03.21",Turbo,CAC 40 ®,02.03.2021,"1,100 EUR","1,090 EUR"
832,DE000MA5MQ92,"Optionsschein | Call | Tencent | 810,00 | 17.06.22",Optionsschein,Tencent,02.03.2021,"1,030 EUR","1,000 EUR"
833,DE000MA5MHP0,"Optionsschein | Call | BMW | 88,00 | 18.06.21",Optionsschein,BMW,02.03.2021,"0,061 EUR","0,037 EUR"
834,DE000MA5M3X6,"Turbo Open End | Short | Micron Technology | 108,00",Turbo Open End,Micron Technology,02.03.2021,"1,400 EUR","1,390 EUR"
835,DE000MA5M9A1,"Turbo Open End | Long | Century Communities | 46,00",Turbo Open End,Century Communities,02.03.2021,"1,260 EUR","1,200 EUR"
836,DE000MA5M5C5,"Faktor-Zertifikat | 5,00 | Long | Itau Unibanco ADR",Faktor-Zertifikat,Itau Unibanco ADR,02.03.2021,"10,870 EUR","10,650 EUR"
837,DE000MA5MF87,"Mini-Future | Long | SCOR | 27,00 | 24,5454",Mini-Future,SCOR,02.03.2021,-,"0,470 EUR"
838,DE000MA5MT73,"Optionsschein | Call | BMW | 116,00 | 16.12.22",Optionsschein,BMW,02.03.2021,"0,172 EUR","0,111 EUR"
839,DE000MA5MRZ8,"Optionsschein | Call | Commerzbank | 7,00 | 17.06.22",Optionsschein,Commerzbank,02.03.2021,-,-
840,DE000MA5LZY6,"Faktor-Zertifikat | 10,00 | Long | Orange",Faktor-Zertifikat,Orange,02.03.2021,-,"10,440 EUR"
841,DE000MA5M884,"Turbo | Long | CAC 40 ® | 5.710,00 | 18.06.21",Turbo,CAC 40 ®,02.03.2021,"1,060 EUR","1,050 EUR"
842,DE000MA5MBQ1,"Turbo Open End | Long | RWE | 27,00",Turbo Open End,RWE,02.03.2021,-,-
