"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,
"DV05Q4;""BNP Paribas S.A."";""Aktienanleihe Classic"";""17.12.2021"";""15:09:31"";""DZ BANK"";""98","650002 %"";""98","849998 %"""
"DV05WF;""WASHTEC AG O.N."";""Aktienanleihe Classic"";""18.03.2022"";""15:19:27"";""DZ BANK"";""104","410004 %"";""104","610001 %"""
"DV05S8;""JDE Peet´s B.V."";""Aktienanleihe Classic"";""17.12.2021"";""15:07:18"";""DZ BANK"";""102","129997 %"";""102","230003 %"""
"DV05WH;""ZOOPLUS AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:22:10"";""DZ BANK"";""103","790001 %"";""104","050003 %"""
"DV05RD;""Carrefour S.A."";""Aktienanleihe Classic"";""18.03.2022"";""15:19:59"";""DZ BANK"";""98","839996 %"";""98","860001 %"""
"DV05Q9;""Capgemini S.A."";""Aktienanleihe Classic"";""17.12.2021"";""15:08:26"";""DZ BANK"";""100","050003 %"";""100","150002 %"""
"DV05QM;""ASML Holding N.V."";""Aktienanleihe Classic"";""18.03.2022"";""15:07:40"";""DZ BANK"";""100","809998 %"";""100","910004 %"""
"DV05RH;""CTS Eventim AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:06:41"";""DZ BANK"";""103","040001 %"";""103","139999 %"""
"DV05T3;""Patrizia AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:06:06"";""DZ BANK"";""101","610001 %"";""101","709999 %"""
"DV05Q3;""Bertrandt AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:05:50"";""DZ BANK"";""102","18 %"";""102","379997 %"""
"DV05TA;""JDE Peet´s B.V."";""Aktienanleihe Classic"";""18.03.2022"";""15:07:17"";""DZ BANK"";""102","589996 %"";""102","690002 %"""
"DV05TF;""Kion Group AG"";""Aktienanleihe Classic"";""17.12.2021"";""15:11:37"";""DZ BANK"";""101","830002 %"";""102","029999 %"""
"DV05V3;""VERBIO"";""Aktienanleihe Classic"";""17.12.2021"";""15:08:56"";""DZ BANK"";""104","260002 %"";""104","360001 %"""
"DV05S5;""IVU TRAFFIC TECHNOLOGIES"";""Aktienanleihe Classic"";""18.03.2022"";""15:10:54"";""DZ BANK"";""104","07 %"";""104","169998 %"""
"DV05QN;""ASML Holding N.V."";""Aktienanleihe Classic"";""18.03.2022"";""15:07:07"";""DZ BANK"";""100","730003 %"";""100","830002 %"""
"DV05VG;""STROEER OUT-OF-HOME AG INHABER-AKTIEN O.N."";""Aktienanleihe Classic"";""18.03.2022"";""15:18:44"";""DZ BANK"";""100","620003 %"";""100","720001 %"""
"DV05RB;""Capgemini S.A."";""Aktienanleihe Classic"";""18.03.2022"";""15:08:27"";""DZ BANK"";""100","279999 %"";""100","379997 %"""
"DV05QY;""Banco Santander S.A."";""Aktienanleihe Classic"";""18.03.2022"";""15:09:22"";""DZ BANK"";""100","07 %"";""100","269997 %"""
"DV05VR;""TeamViewer AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:15:59"";""DZ BANK"";""102","529999 %"";""102","629997 %"""
"DV05P8;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""15:08:57"";""DZ BANK"";""100","940002 %"";""101","040001 %"""
"DV05RX;""Enel S.p.A."";""Aktienanleihe Classic"";""16.12.2021"";""15:08:25"";""DZ BANK"";""99","489998 %"";""99","589996 %"""
"DV05UP;""Repsol S.A."";""Aktienanleihe Classic"";""17.12.2021"";""15:12:01"";""DZ BANK"";""99","610001 %"";""99","709999 %"""
"DV05S0;""Inditex S.A."";""Aktienanleihe Classic"";""17.12.2021"";""15:14:23"";""DZ BANK"";""102","410004 %"";""102","510002 %"""
"DV05UB;""Prosus N.V."";""Aktienanleihe Classic"";""18.03.2022"";""15:10:45"";""DZ BANK"";""100","43 %"";""100","529999 %"""
"DV05UU;""S+T AG (Z.REG.MK.Z.)O.N."";""Aktienanleihe Classic"";""17.12.2021"";""15:10:26"";""DZ BANK"";""104","650002 %"";""104","75 %"""
"DV05TB;""Jenoptik AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:12:20"";""DZ BANK"";""103","099998 %"";""103","199997 %"""
"DV05U4;""SMA Solar Technology AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:08:10"";""DZ BANK"";""102","870003 %"";""103","07 %"""
"DV05UH;""Qiagen N.V."";""Aktienanleihe Classic"";""17.12.2021"";""15:15:21"";""DZ BANK"";""99","43 %"";""99","629997 %"""
"DV05TM;""Koenig & Bauer AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:06:14"";""DZ BANK"";""104","599998 %"";""104","800003 %"""
"DV05U9;""Stellantis N.V."";""Aktienanleihe Classic"";""17.12.2021"";""15:09:42"";""DZ BANK"";""105","510002 %"";""105","610001 %"""
"DV05VY;""Unicredito Italiano S.p.A."";""Aktienanleihe Classic"";""16.12.2021"";""15:08:43"";""DZ BANK"";""99","379997 %"";""99","480003 %"""
"DV05QU;""AUTO1 Group SE"";""Aktienanleihe Classic"";""18.03.2022"";""14:53:05"";""DZ BANK"";""106","720001 %"";""106","82 %"""
"DV05R7;""EssilorLuxottica"";""Aktienanleihe Classic"";""18.03.2022"";""15:13:26"";""DZ BANK"";""100","279999 %"";""100","379997 %"""
"DV05UY;""Sartorius AG VZ."";""Aktienanleihe Classic"";""17.12.2021"";""15:21:25"";""DZ BANK"";""101","010002 %"";""101","110001 %"""
"DV05UJ;""Qiagen N.V."";""Aktienanleihe Classic"";""18.03.2022"";""15:15:22"";""DZ BANK"";""100","650002 %"";""100","849998 %"""
"DV05SH;""GFT TECHNOLOGIES"";""Aktienanleihe Classic"";""17.12.2021"";""15:18:54"";""DZ BANK"";""103","129997 %"";""103","230003 %"""
"DV05VN;""Talanx AG"";""Aktienanleihe Classic"";""17.12.2021"";""15:11:51"";""DZ BANK"";""99","389999 %"";""99","489998 %"""
"DV05VF;""STROEER OUT-OF-HOME AG INHABER-AKTIEN O.N."";""Aktienanleihe Classic"";""18.03.2022"";""15:18:44"";""DZ BANK"";""100","900002 %"";""101","00 %"""
"DV05SB;""Fuchs Petrolub SE Vz."";""Aktienanleihe Classic"";""18.03.2022"";""15:20:44"";""DZ BANK"";""100","940002 %"";""101","040001 %"""
"DV05TX;""Medigene AG"";""Aktienanleihe Classic"";""18.03.2022"";""15:13:37"";""DZ BANK"";""107","160004 %"";""107","360001 %"""
"DV05SU;""Hella GmbH & Co KGaA"";""Aktienanleihe Classic"";""18.03.2022"";""15:23:41"";""DZ BANK"";""102","040001 %"";""102","239998 %"""
"DV05P9;""Adyen"";""Aktienanleihe Classic"";""18.03.2022"";""15:08:57"";""DZ BANK"";""100","75 %"";""100","849998 %"""
"DV05SX;""Iberdrola S.A."";""Aktienanleihe Classic"";""17.12.2021"";""15:18:35"";""DZ BANK"";""99","830002 %"";""99","93 %"""
"DV05SZ;""Inditex S.A."";""Aktienanleihe Classic"";""17.12.2021"";""15:14:23"";""DZ BANK"";""101","870003 %"";""101","970001 %"""
"DV05SC;""Fuchs Petrolub SE Vz."";""Aktienanleihe Classic"";""18.03.2022"";""15:20:44"";""DZ BANK"";""100","139999 %"";""100","239998 %"""
"DV041B;""Merck KGaA"";""Aktienanleihe Classic"";""16.03.2022"";""15:19:49"";""DZ BANK"";""99","589996 %"";""99","690002 %"""
"DV041C;""MorphoSys AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:18:21"";""DZ BANK"";""100","830002 %"";""100","93 %"""
"DV041D;""Muenchener Rueckversicherungs AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:10:48"";""DZ BANK"";""96","019997 %"";""96","120003 %"""
"DV0406;""Fraport AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:05:29"";""DZ BANK"";""101","849998 %"";""101","949997 %"""
"DV041F;""Nordex AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:08:57"";""DZ BANK"";""97","790001 %"";""97","989998 %"""
"DV0402;""BMW AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:07:43"";""DZ BANK"";""97","980003 %"";""98","080002 %"""
"DV041H;""Total SE"";""Aktienanleihe Classic"";""16.03.2022"";""15:08:42"";""DZ BANK"";""95","07 %"";""95","169998 %"""
"DV0401;""Bilfinger SE"";""Aktienanleihe Classic"";""16.03.2022"";""15:03:21"";""DZ BANK"";""95","300003 %"";""95","400002 %"""
"DV0405;""Evonik Industries AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:12:55"";""DZ BANK"";""97","769997 %"";""97","870003 %"""
"DV0400;""Beiersdorf AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:09:37"";""DZ BANK"";""98","349998 %"";""98","449997 %"""
"DV041J;""United Internet AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:13:31"";""DZ BANK"";""99","379997 %"";""99","480003 %"""
"DV041A;""LVMH Moët Hennessy Louis Vuitton S.E."";""Aktienanleihe Classic"";""16.03.2022"";""15:12:28"";""DZ BANK"";""98","120003 %"";""98","220001 %"""
"DV041E;""Nokia Corp."";""Aktienanleihe Classic"";""16.03.2022"";""15:19:46"";""DZ BANK"";""100","529999 %"";""100","730003 %"""
"DV041G;""Royal Dutch Shell plc"";""Aktienanleihe Classic"";""16.03.2022"";""15:07:49"";""DZ BANK"";""98","610001 %"";""98","709999 %"""
"DV0409;""Linde PLC"";""Aktienanleihe Classic"";""16.03.2022"";""15:09:12"";""DZ BANK"";""98","18 %"";""98","279999 %"""
"DV041K;""Wacker Chemie AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:23:16"";""DZ BANK"";""100","50 %"";""100","599998 %"""
"DV0404;""Dürr AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:18:05"";""DZ BANK"";""98","980003 %"";""99","18 %"""
"DV0403;""Compagnie de Saint-Gobain S.A."";""Aktienanleihe Classic"";""16.03.2022"";""15:12:19"";""DZ BANK"";""99","510002 %"";""99","610001 %"""
"DV040Z;""Aurubis AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:11:22"";""DZ BANK"";""100","389999 %"";""100","489998 %"""
"DV0408;""ING Groep N.V."";""Aktienanleihe Classic"";""16.03.2022"";""15:08:09"";""DZ BANK"";""96","900002 %"";""97","00 %"""
"DV0407;""Hugo Boss AG"";""Aktienanleihe Classic"";""16.03.2022"";""15:17:34"";""DZ BANK"";""103","300003 %"";""103","50 %"""
"DFP2J7;""Deutsche Post AG"";""Aktienanleihe Classic"";""20.08.2021"";""15:08:21"";""DZ BANK"";""98","519997 %"";""98","720001 %"""
"DFP2G5;""Kering S.A."";""Aktienanleihe Classic"";""18.03.2022"";""15:06:19"";""DZ BANK"";""97","879997 %"";""97","980003 %"""
"DFP2G3;""Allianz SE"";""Aktienanleihe Classic"";""21.01.2022"";""15:07:01"";""DZ BANK"";""100","169998 %"";""100","269997 %"""
"DFP2G4;""Vonovia SE"";""Aktienanleihe Classic"";""21.01.2022"";""15:22:03"";""DZ BANK"";""99","900002 %"";""100","00 %"""
"DFP2G2;""Hugo Boss AG"";""Aktienanleihe Classic"";""21.01.2022"";""15:17:34"";""DZ BANK"";""102","290001 %"";""102","489998 %"""
"DFP2CR;""Hamburger Hafen und Logistik AG"";""Aktienanleihe Classic"";""16.08.2021"";""15:17:23"";""DZ BANK"";""99","25 %"";""99","449997 %"""
"DV02L7;""Kering S.A."";""Aktienanleihe Classic"";""10.09.2021"";""15:19:33"";""DZ BANK"";""99","709999 %"";""99","809998 %"""
"DFP2FV;""Kering S.A."";""Aktienanleihe Classic"";""10.09.2021"";""15:04:49"";""DZ BANK"";""99","769997 %"";""99","870003 %"""
"DV04G5;""Fresenius SE & Co. KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""15:05:01"";""DZ BANK"";""98","809998 %"";""98","910004 %"""
"DV04GU;""Danone S.A."";""Aktienanleihe Protect"";""15.09.2021"";""15:07:20"";""DZ BANK"";""100","220001 %"";""100","32 %"""
"DV04HL;""Repsol S.A."";""Aktienanleihe Protect"";""16.03.2022"";""15:12:01"";""DZ BANK"";""99","529999 %"";""99","629997 %"""
"DV04H4;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.12.2021"";""15:10:59"";""DZ BANK"";""99","949997 %"";""100","050003 %"""
"DV04HQ;""RWE AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:06:08"";""DZ BANK"";""100","610001 %"";""100","709999 %"""
"DV04G2;""Engie S.A."";""Aktienanleihe Protect"";""15.12.2021"";""15:09:11"";""DZ BANK"";""97","940002 %"";""98","040001 %"""
"DV04G0;""Deutsche Telekom AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:24:55"";""DZ BANK"";""100","540001 %"";""100","639999 %"""
"DV04H0;""TUI AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:14:48"";""DZ BANK"";""102","040001 %"";"" -- %""",
"DV04H5;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""16.03.2022"";""15:10:42"";""DZ BANK"";""99","900002 %"";""100","00 %"""
"DV04HH;""ProSiebenSat.1 Media SE"";""Aktienanleihe Protect"";""16.03.2022"";""15:16:37"";""DZ BANK"";""99","949997 %"";""100","050003 %"""
"DV04HG;""ProSiebenSat.1 Media SE"";""Aktienanleihe Protect"";""15.12.2021"";""15:16:38"";""DZ BANK"";""99","019997 %"";""99","120003 %"""
"DV04G7;""Henkel AG & Co. KGaA Vz."";""Aktienanleihe Protect"";""16.03.2022"";""15:09:43"";""DZ BANK"";""98","769997 %"";""98","870003 %"""
"DV04G4;""Fresenius SE & Co. KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""15:07:47"";""DZ BANK"";""99","300003 %"";""99","400002 %"""
"DV04GV;""Danone S.A."";""Aktienanleihe Protect"";""15.12.2021"";""15:04:49"";""DZ BANK"";""100","269997 %"";""100","370003 %"""
"DV04GF;""BASF SE"";""Aktienanleihe Protect"";""15.12.2021"";""15:24:51"";""DZ BANK"";""98","489998 %"";""98","589996 %"""
"DV04G9;""Infineon Technologies AG"";""Aktienanleihe Protect"";""15.12.2021"";""15:24:53"";""DZ BANK"";""99","489998 %"";""99","589996 %"""
"DV04GW;""Danone S.A."";""Aktienanleihe Protect"";""16.03.2022"";""15:07:20"";""DZ BANK"";""100","110001 %"";""100","209999 %"""
"DV04HA;""Infineon Technologies AG"";""Aktienanleihe Protect"";""16.03.2022"";""15:25:00"";""DZ BANK"";""99","459999 %"";""99","559998 %"""
"DV04HZ;""Total SE"";""Aktienanleihe Protect"";""15.09.2021"";""15:25:05"";""DZ BANK"";""100","419998 %"";""100","519997 %"""
"DV04GX;""Deutsche Bank AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:07:19"";""DZ BANK"";""101","230003 %"";""101","330002 %"""
"DV04G3;""Fresenius Medical Care AG & Co. KGaA"";""Aktienanleihe Protect"";""15.09.2021"";""15:15:10"";""DZ BANK"";""99","379997 %"";""99","480003 %"""
"DV04HM;""Royal Dutch Shell plc"";""Aktienanleihe Protect"";""15.09.2021"";""15:06:08"";""DZ BANK"";""101","190002 %"";""101","290001 %"""
"DV04GB;""Airbus Group SE"";""Aktienanleihe Protect"";""15.09.2021"";""15:24:45"";""DZ BANK"";""100","029999 %"";""100","129997 %"""
"DV04H7;""Vonovia SE"";""Aktienanleihe Protect"";""16.03.2022"";""15:09:14"";""DZ BANK"";""99","870003 %"";""99","970001 %"""
"DV04HY;""Société Générale S.A."";""Aktienanleihe Protect"";""16.03.2022"";""15:09:34"";""DZ BANK"";""100","709999 %"";""100","809998 %"""
"DV04H6;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""16.03.2022"";""15:10:58"";""DZ BANK"";""99","860001 %"";""99","959999 %"""
"DV04HK;""Repsol S.A."";""Aktienanleihe Protect"";""15.12.2021"";""15:12:42"";""DZ BANK"";""100","379997 %"";""100","480003 %"""
"DV04GD;""Airbus Group SE"";""Aktienanleihe Protect"";""16.03.2022"";""15:25:05"";""DZ BANK"";""99","730003 %"";""99","830002 %"""
"DV04GQ;""Crédit Agricole S.A."";""Aktienanleihe Protect"";""16.03.2022"";""15:07:12"";""DZ BANK"";""99","68 %"";""99","779999 %"""
"DV04HT;""Sanofi S.A."";""Aktienanleihe Protect"";""15.12.2021"";""15:25:14"";""DZ BANK"";""99","470001 %"";""99","57 %"""
"DV04GC;""Airbus Group SE"";""Aktienanleihe Protect"";""15.12.2021"";""15:24:25"";""DZ BANK"";""100","080002 %"";""100","18 %"""
"DV04HR;""RWE AG"";""Aktienanleihe Protect"";""15.12.2021"";""15:06:22"";""DZ BANK"";""100","480003 %"";""100","580002 %"""
"DV04GZ;""Deutsche Lufthansa AG"";""Aktienanleihe Protect"";""16.03.2022"";""15:06:05"";""DZ BANK"";""102","839996 %"";"" -- %""",
"DV04G8;""Infineon Technologies AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:25:00"";""DZ BANK"";""99","620003 %"";""99","720001 %"""
"DV04F9;""AEGON N.V."";""Aktienanleihe Protect"";""15.12.2021"";""15:24:59"";""DZ BANK"";""99","360001 %"";""99","459999 %"""
"DV04GM;""Continental AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:08:41"";""DZ BANK"";""100","400002 %"";""100","50 %"""
"DV04HU;""Sanofi S.A."";""Aktienanleihe Protect"";""16.03.2022"";""15:24:55"";""DZ BANK"";""99","900002 %"";""100","00 %"""
"DV04HD;""Linde PLC"";""Aktienanleihe Protect"";""16.03.2022"";""15:07:04"";""DZ BANK"";""98","959999 %"";""99","059998 %"""
"DV04GP;""Crédit Agricole S.A."";""Aktienanleihe Protect"";""15.09.2021"";""15:21:14"";""DZ BANK"";""99","980003 %"";""100","080002 %"""
"DV04HP;""Royal Dutch Shell plc"";""Aktienanleihe Protect"";""16.03.2022"";""15:06:50"";""DZ BANK"";""101","349998 %"";""101","449997 %"""
"DV04G6;""Henkel AG & Co. KGaA Vz."";""Aktienanleihe Protect"";""15.09.2021"";""15:09:49"";""DZ BANK"";""98","550003 %"";""98","650002 %"""
"DV04GN;""Continental AG"";""Aktienanleihe Protect"";""15.12.2021"";""15:08:17"";""DZ BANK"";""100","360001 %"";""100","459999 %"""
"DV04HS;""RWE AG"";""Aktienanleihe Protect"";""16.03.2022"";""15:24:55"";""DZ BANK"";""100","269997 %"";""100","370003 %"""
"DV04F8;""AEGON N.V."";""Aktienanleihe Protect"";""15.09.2021"";""15:06:08"";""DZ BANK"";""99","300003 %"";""99","400002 %"""
"DV04GA;""AEGON N.V."";""Aktienanleihe Protect"";""16.03.2022"";""15:25:14"";""DZ BANK"";""98","940002 %"";""99","040001 %"""
"DV04GH;""BNP Paribas S.A."";""Aktienanleihe Protect"";""15.12.2021"";""15:22:42"";""DZ BANK"";""100","120003 %"";""100","220001 %"""
"DV04HC;""K+S AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:13:06"";""DZ BANK"";""101","400002 %"";""101","50 %"""
"DV04GS;""Daimler AG"";""Aktienanleihe Protect"";""15.12.2021"";""15:24:26"";""DZ BANK"";""99","269997 %"";""99","370003 %"""
"DV04GE;""Allianz SE"";""Aktienanleihe Protect"";""15.12.2021"";""15:24:00"";""DZ BANK"";""101","029999 %"";""101","129997 %"""
"DV04GT;""Daimler AG"";""Aktienanleihe Protect"";""16.03.2022"";""15:22:55"";""DZ BANK"";""99","43 %"";""99","529999 %"""
"DV04H3;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.12.2021"";""15:24:18"";""DZ BANK"";""99","839996 %"";""99","940002 %"""
"DV04H2;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.09.2021"";""15:10:42"";""DZ BANK"";""99","93 %"";""100","029999 %"""
"DV04GK;""Commerzbank AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:06:24"";""DZ BANK"";""100","779999 %"";"" -- %""",
"DV04G1;""E.ON SE"";""Aktienanleihe Protect"";""15.12.2021"";""15:06:31"";""DZ BANK"";""98","900002 %"";""99","00 %"""
"DV04HW;""Société Générale S.A."";""Aktienanleihe Protect"";""15.09.2021"";""15:09:39"";""DZ BANK"";""100","019997 %"";""100","120003 %"""
"DV04HV;""SAP SE"";""Aktienanleihe Protect"";""16.03.2022"";""15:25:15"";""DZ BANK"";""98","690002 %"";""98","790001 %"""
"DV04GJ;""BNP Paribas S.A."";""Aktienanleihe Protect"";""16.03.2022"";""15:25:13"";""DZ BANK"";""100","139999 %"";""100","239998 %"""
"DV04HN;""Royal Dutch Shell plc"";""Aktienanleihe Protect"";""15.12.2021"";""15:06:59"";""DZ BANK"";""101","660004 %"";""101","760002 %"""
"DV04H1;""Volkswagen AG Vz."";""Aktienanleihe Protect"";""15.09.2021"";""15:24:19"";""DZ BANK"";""100","120003 %"";""100","220001 %"""
"DV04GR;""Daimler AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:23:43"";""DZ BANK"";""99","760002 %"";""99","860001 %"""
"DV04GL;""Commerzbank AG"";""Aktienanleihe Protect"";""15.12.2021"";""15:05:56"";""DZ BANK"";""101","169998 %"";"" -- %""",
"DV04GG;""BMW AG"";""Aktienanleihe Protect"";""16.03.2022"";""15:24:48"";""DZ BANK"";""99","739998 %"";""99","839996 %"""
"DV04HJ;""Repsol S.A."";""Aktienanleihe Protect"";""15.09.2021"";""15:06:39"";""DZ BANK"";""99","580002 %"";""99","68 %"""
"DV04HB;""ING Groep N.V."";""Aktienanleihe Protect"";""15.12.2021"";""15:08:48"";""DZ BANK"";""100","690002 %"";""100","790001 %"""
"DV04GY;""Deutsche Lufthansa AG"";""Aktienanleihe Protect"";""15.09.2021"";""15:06:05"";""DZ BANK"";""102","040001 %"";"" -- %""",
"DV04HE;""Merck KGaA"";""Aktienanleihe Protect"";""15.12.2021"";""15:06:22"";""DZ BANK"";""99","989998 %"";""100","089996 %"""
"DV04HF;""Merck KGaA"";""Aktienanleihe Protect"";""16.03.2022"";""15:06:22"";""DZ BANK"";""100","160004 %"";""100","260002 %"""
"DV04HX;""Société Générale S.A."";""Aktienanleihe Protect"";""15.12.2021"";""15:09:39"";""DZ BANK"";""100","589996 %"";""100","690002 %"""
"DV06JR;""Sanofi S.A."";""Bonus Cap"";""18.03.2022"";""15:08:24"";""DZ BANK"";""82","330002 EUR"";""82","339996 EUR"""
"DV06HR;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.09.2021"";""15:24:00"";""DZ BANK"";""17","530001 EUR"";""17","540001 EUR"""
"DV06E1;""Beiersdorf AG"";""Bonus Cap"";""17.12.2021"";""15:09:36"";""DZ BANK"";""91","370003 EUR"";""91","379997 EUR"""
"DV06KN;""Zalando SE"";""Bonus Cap"";""18.03.2022"";""15:14:36"";""DZ BANK"";""86","160004 EUR"";""86","169998 EUR"""
"DV06G3;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.06.2022"";""15:09:49"";""DZ BANK"";""89","019997 EUR"";""89","029999 EUR"""
"DV06JM;""Repsol S.A."";""Bonus Cap"";""17.06.2022"";""15:11:55"";""DZ BANK"";""9","91 EUR"";""9","93 EUR"""
"DV06EH;""Air Liquide S.A."";""Bonus Cap"";""17.09.2021"";""15:20:39"";""DZ BANK"";""133","389999 EUR"";""133","399994 EUR"""
"DV06GY;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.12.2021"";""15:14:40"";""DZ BANK"";""75","169998 EUR"";""75","18 EUR"""
"DV06GB;""Électricité de France S.A. (EdF)"";""Bonus Cap"";""18.06.2021"";""15:17:30"";""DZ BANK"";""8","52 EUR"";""8","54 EUR"""
"DV06E5;""Beiersdorf AG"";""Bonus Cap"";""17.06.2022"";""15:09:37"";""DZ BANK"";""87","82 EUR"";""87","830002 EUR"""
"DV06GU;""Eni S.p.A."";""Bonus Cap"";""17.06.2022"";""15:13:30"";""DZ BANK"";""8","49 EUR"";""8","51 EUR"""
"DV06G7;""Hugo Boss AG"";""Bonus Cap"";""17.12.2021"";""15:18:22"";""DZ BANK"";""33","029999 EUR"";""33","040001 EUR"""
"DV06JV;""Société Générale S.A."";""Bonus Cap"";""18.06.2021"";""15:18:17"";""DZ BANK"";""18","709999 EUR"";""18","719999 EUR"""
"DV06EL;""Air Liquide S.A."";""Bonus Cap"";""17.06.2022"";""15:11:50"";""DZ BANK"";""138","190002 EUR"";""138","240005 EUR"""
"DV06H2;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.03.2022"";""15:08:11"";""DZ BANK"";""14","77 EUR"";""14","78 EUR"""
"DV06EG;""AEGON N.V."";""Bonus Cap"";""17.06.2022"";""15:19:55"";""DZ BANK"";""3","99 EUR"";""4","00 EUR"""
"DV06HG;""ING Groep N.V."";""Bonus Cap"";""18.03.2022"";""15:16:29"";""DZ BANK"";""10","06 EUR"";""10","07 EUR"""
"DV06GE;""Électricité de France S.A. (EdF)"";""Bonus Cap"";""17.06.2022"";""15:05:08"";""DZ BANK"";""8","46 EUR"";""8","48 EUR"""
"DV06JK;""Repsol S.A."";""Bonus Cap"";""18.03.2022"";""15:03:50"";""DZ BANK"";""10","17 EUR"";""10","18 EUR"""
"DV06G0;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""18.03.2022"";""15:10:59"";""DZ BANK"";""81","269997 EUR"";""81","279999 EUR"""
"DV06GG;""Eni S.p.A."";""Bonus Cap"";""18.06.2021"";""15:03:21"";""DZ BANK"";""9","38 EUR"";""9","40 EUR"""
"DV06H6;""Repsol S.A."";""Bonus Cap"";""18.06.2021"";""15:24:39"";""DZ BANK"";""11","67 EUR"";""11","69 EUR"""
"DV06J6;""Unicredito Italiano S.p.A."";""Bonus Cap"";""18.06.2021"";""15:18:30"";""DZ BANK"";""7","63 EUR"";""7","65 EUR"""
"DV06HY;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.03.2022"";""15:10:59"";""DZ BANK"";""16","93 EUR"";""16","940001 EUR"""
"DV06ES;""Banco Santander S.A."";""Bonus Cap"";""17.09.2021"";""15:17:29"";""DZ BANK"";""2","63 EUR"";""2","64 EUR"""
"DV06GL;""Eni S.p.A."";""Bonus Cap"";""17.12.2021"";""15:10:49"";""DZ BANK"";""11","01 EUR"";""11","02 EUR"""
"DV06ED;""AEGON N.V."";""Bonus Cap"";""17.12.2021"";""15:19:55"";""DZ BANK"";""4","57 EUR"";""4","58 EUR"""
"DV06J4;""Symrise AG"";""Bonus Cap"";""17.06.2022"";""15:12:29"";""DZ BANK"";""109","050003 EUR"";""109","059998 EUR"""
"DV06EZ;""Beiersdorf AG"";""Bonus Cap"";""17.09.2021"";""15:13:24"";""DZ BANK"";""93","93 EUR"";""93","940002 EUR"""
"DV06HV;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.12.2021"";""15:06:59"";""DZ BANK"";""16","27 EUR"";""16","280001 EUR"""
"DV06H7;""Repsol S.A."";""Bonus Cap"";""18.06.2021"";""15:08:25"";""DZ BANK"";""11","39 EUR"";""11","41 EUR"""
"DV06GV;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""18.06.2021"";""15:12:55"";""DZ BANK"";""77","849998 EUR"";""77","860001 EUR"""
"DV06G1;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""18.03.2022"";""15:10:58"";""DZ BANK"";""73","989998 EUR"";""74","00 EUR"""
"DV06JP;""Sanofi S.A."";""Bonus Cap"";""17.09.2021"";""15:12:31"";""DZ BANK"";""77","099998 EUR"";""77","110001 EUR"""
"DV06JL;""Repsol S.A."";""Bonus Cap"";""17.06.2022"";""15:19:58"";""DZ BANK"";""10","41 EUR"";""10","43 EUR"""
"DV06HM;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.06.2021"";""15:11:34"";""DZ BANK"";""16","59 EUR"";""16","60 EUR"""
