"WKN;""Basiswert"";""Produkttyp"";""Letzter Bewertungstag"";""Zeit"";""Quotierung"";""Geld"";""Brief""",,
"DV06FC;""BNP Paribas S.A."";""Bonus Cap"";""17.09.2021"";""15:40:43"";""DZ BANK"";""51","400002 EUR"";""51","41 EUR"""
"DV06JW;""Société Générale S.A."";""Bonus Cap"";""18.06.2021"";""15:53:40"";""DZ BANK"";""18","639999 EUR"";""18","65 EUR"""
"DV06FG;""BNP Paribas S.A."";""Bonus Cap"";""18.03.2022"";""15:40:17"";""DZ BANK"";""50","84 EUR"";""50","849998 EUR"""
"DV06HK;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.06.2021"";""15:53:28"";""DZ BANK"";""19","34 EUR"";""19","35 EUR"""
"DV06HF;""ING Groep N.V."";""Bonus Cap"";""17.12.2021"";""15:51:03"";""DZ BANK"";""9","85 EUR"";""9","86 EUR"""
"DV06F0;""Delivery Hero SE"";""Bonus Cap"";""18.03.2022"";""15:39:47"";""DZ BANK"";""100","790001 EUR"";""100","809998 EUR"""
"DV06KF;""Zalando SE"";""Bonus Cap"";""18.06.2021"";""15:39:39"";""DZ BANK"";""95","849998 EUR"";""95","860001 EUR"""
"DV06KP;""Zalando SE"";""Bonus Cap"";""17.06.2022"";""15:38:30"";""DZ BANK"";""76","779999 EUR"";""76","790001 EUR"""
"DV06GQ;""Eni S.p.A."";""Bonus Cap"";""18.03.2022"";""15:44:00"";""DZ BANK"";""10","85 EUR"";""10","86 EUR"""
"DV06H1;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.03.2022"";""15:41:54"";""DZ BANK"";""15","28 EUR"";""15","29 EUR"""
"DV06HA;""Hugo Boss AG"";""Bonus Cap"";""17.06.2022"";""15:46:13"";""DZ BANK"";""37","119999 EUR"";""37","139999 EUR"""
"DV06FH;""BNP Paribas S.A."";""Bonus Cap"";""18.03.2022"";""15:41:00"";""DZ BANK"";""43","459999 EUR"";""43","470001 EUR"""
"DV06KA;""Vivendi S.A."";""Bonus Cap"";""17.12.2021"";""15:53:49"";""DZ BANK"";""32","029999 EUR"";""32","049999 EUR"""
"DV06JT;""Sanofi S.A."";""Bonus Cap"";""16.09.2022"";""15:42:40"";""DZ BANK"";""72","650002 EUR"";""72","669998 EUR"""
"DV06FJ;""BNP Paribas S.A."";""Bonus Cap"";""18.03.2022"";""15:41:00"";""DZ BANK"";""48","470001 EUR"";""48","48 EUR"""
"DV06FF;""BNP Paribas S.A."";""Bonus Cap"";""17.12.2021"";""15:38:02"";""DZ BANK"";""54","580002 EUR"";""54","599998 EUR"""
"DV06F6;""Deutsche Wohnen SE"";""Bonus Cap"";""17.06.2022"";""15:52:11"";""DZ BANK"";""40","610001 EUR"";""40","619999 EUR"""
"DV06KJ;""Zalando SE"";""Bonus Cap"";""17.09.2021"";""15:39:39"";""DZ BANK"";""91","739998 EUR"";""91","75 EUR"""
"DV06JS;""Sanofi S.A."";""Bonus Cap"";""17.06.2022"";""15:39:35"";""DZ BANK"";""73","129997 EUR"";""73","150002 EUR"""
"DV06EV;""Banco Santander S.A."";""Bonus Cap"";""18.03.2022"";""15:41:17"";""DZ BANK"";""3","25 EUR"";""3","26 EUR"""
"DV06J5;""Symrise AG"";""Bonus Cap"";""17.06.2022"";""15:40:31"";""DZ BANK"";""89","910004 EUR"";""89","919998 EUR"""
"DV06KL;""Zalando SE"";""Bonus Cap"";""17.12.2021"";""15:39:22"";""DZ BANK"";""80","50 EUR"";""80","510002 EUR"""
"DV06HB;""ING Groep N.V."";""Bonus Cap"";""18.06.2021"";""15:52:46"";""DZ BANK"";""9","48 EUR"";""9","50 EUR"""
"DV06EU;""Banco Santander S.A."";""Bonus Cap"";""17.12.2021"";""15:40:38"";""DZ BANK"";""2","78 EUR"";""2","79 EUR"""
"DV06FE;""BNP Paribas S.A."";""Bonus Cap"";""17.12.2021"";""15:41:12"";""DZ BANK"";""49","50 EUR"";""49","509998 EUR"""
"DV06E8;""BNP Paribas S.A."";""Bonus Cap"";""18.06.2021"";""15:43:34"";""DZ BANK"";""46","880001 EUR"";""46","889999 EUR"""
"DV06HN;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.06.2021"";""15:41:55"";""DZ BANK"";""18","48 EUR"";""18","49 EUR"""
"DV06FL;""BNP Paribas S.A."";""Bonus Cap"";""17.06.2022"";""15:41:33"";""DZ BANK"";""46","810001 EUR"";""46","82 EUR"""
"DV06F7;""Deutsche Wohnen SE"";""Bonus Cap"";""17.06.2022"";""15:52:30"";""DZ BANK"";""44","380001 EUR"";""44","389999 EUR"""
"DV06J3;""Symrise AG"";""Bonus Cap"";""18.03.2022"";""15:40:31"";""DZ BANK"";""91","379997 EUR"";""91","389999 EUR"""
"DV06HJ;""ING Groep N.V."";""Bonus Cap"";""17.06.2022"";""15:47:53"";""DZ BANK"";""9","88 EUR"";""9","90 EUR"""
"DV06HT;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.09.2021"";""15:41:54"";""DZ BANK"";""17","50 EUR"";""17","51 EUR"""
"DV06E3;""Beiersdorf AG"";""Bonus Cap"";""18.03.2022"";""15:41:34"";""DZ BANK"";""89","099998 EUR"";""89","110001 EUR"""
"DV06F9;""Deutsche Wohnen SE"";""Bonus Cap"";""16.09.2022"";""15:37:40"";""DZ BANK"";""35","880001 EUR"";""35","889999 EUR"""
"DV06F2;""Delivery Hero SE"";""Bonus Cap"";""17.06.2022"";""15:39:37"";""DZ BANK"";""107","830002 EUR"";""107","849998 EUR"""
"DV06GH;""Eni S.p.A."";""Bonus Cap"";""18.06.2021"";""15:38:09"";""DZ BANK"";""10","95 EUR"";""10","98 EUR"""
"DV06E0;""Beiersdorf AG"";""Bonus Cap"";""17.12.2021"";""15:41:34"";""DZ BANK"";""83","690002 EUR"";""83","699997 EUR"""
"DV06HU;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.09.2021"";""15:53:28"";""DZ BANK"";""15","91 EUR"";""15","92 EUR"""
"DV06GP;""Eni S.p.A."";""Bonus Cap"";""17.12.2021"";""15:34:03"";""DZ BANK"";""9","79 EUR"";""9","81 EUR"""
"DV06E4;""Beiersdorf AG"";""Bonus Cap"";""17.06.2022"";""15:41:34"";""DZ BANK"";""81","089996 EUR"";""81","099998 EUR"""
"DV06HD;""ING Groep N.V."";""Bonus Cap"";""17.12.2021"";""15:54:34"";""DZ BANK"";""10","58 EUR"";""10","59 EUR"""
"DV06HE;""ING Groep N.V."";""Bonus Cap"";""17.12.2021"";""15:34:48"";""DZ BANK"";""8","65 EUR"";""8","66 EUR"""
"DV06FU;""Delivery Hero SE"";""Bonus Cap"";""17.09.2021"";""15:39:46"";""DZ BANK"";""105","599998 EUR"";""105","620003 EUR"""
"DV06G2;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.06.2022"";""15:45:59"";""DZ BANK"";""82","110001 EUR"";""82","120003 EUR"""
"DV06FK;""BNP Paribas S.A."";""Bonus Cap"";""17.06.2022"";""15:38:01"";""DZ BANK"";""55","169998 EUR"";""55","189999 EUR"""
"DV06FK;""BNP Paribas S.A."";""Bonus Cap"";""17.06.2022"";""15:38:01"";""DZ BANK"";""55","169998 EUR"";""55","189999 EUR"""
"DV06FS;""Delivery Hero SE"";""Bonus Cap"";""17.09.2021"";""15:42:13"";""DZ BANK"";""91","50 EUR"";""91","519997 EUR"""
"DV06J0;""Société Générale S.A."";""Bonus Cap"";""17.09.2021"";""15:51:36"";""DZ BANK"";""18","030001 EUR"";""18","040001 EUR"""
"DV06EM;""ArcelorMittal S.A."";""Bonus Cap"";""18.06.2021"";""15:39:34"";""DZ BANK"";""22","33 EUR"";""22","35 EUR"""
"DV06HS;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.09.2021"";""15:44:27"";""DZ BANK"";""16","17 EUR"";""16","18 EUR"""
"DV06GT;""Eni S.p.A."";""Bonus Cap"";""17.06.2022"";""15:48:38"";""DZ BANK"";""11","22 EUR"";""11","25 EUR"""
"DV06GM;""Eni S.p.A."";""Bonus Cap"";""17.12.2021"";""15:46:17"";""DZ BANK"";""8","27 EUR"";""8","28 EUR"""
"DV06GZ;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.12.2021"";""15:48:56"";""DZ BANK"";""74","849998 EUR"";""74","860001 EUR"""
"DV06FZ;""Delivery Hero SE"";""Bonus Cap"";""17.12.2021"";""15:39:37"";""DZ BANK"";""95","830002 EUR"";""95","849998 EUR"""
"DV06EJ;""Air Liquide S.A."";""Bonus Cap"";""17.12.2021"";""15:35:10"";""DZ BANK"";""131","339996 EUR"";""131","350006 EUR"""
"DV06E7;""BNP Paribas S.A."";""Bonus Cap"";""18.06.2021"";""15:35:33"";""DZ BANK"";""43","119999 EUR"";""43","130001 EUR"""
"DV06FM;""Delivery Hero SE"";""Bonus Cap"";""18.06.2021"";""15:51:49"";""DZ BANK"";""94","629997 EUR"";""94","650002 EUR"""
"DV06G5;""Hugo Boss AG"";""Bonus Cap"";""17.09.2021"";""15:46:13"";""DZ BANK"";""37","139999 EUR"";""37","150002 EUR"""
"DV06EF;""AEGON N.V."";""Bonus Cap"";""18.03.2022"";""15:34:58"";""DZ BANK"";""4","18 EUR"";""4","19 EUR"""
"DV06H8;""Repsol S.A."";""Bonus Cap"";""18.06.2021"";""15:38:15"";""DZ BANK"";""9","60 EUR"";""9","62 EUR"""
"DV06JZ;""Société Générale S.A."";""Bonus Cap"";""17.09.2021"";""15:38:55"";""DZ BANK"";""18","190001 EUR"";""18","200001 EUR"""
"DV06EK;""Air Liquide S.A."";""Bonus Cap"";""18.03.2022"";""15:44:52"";""DZ BANK"";""143","229996 EUR"";""143","240005 EUR"""
"DV06EQ;""Banco Santander S.A."";""Bonus Cap"";""18.06.2021"";""15:16:49"";""DZ BANK"";""3","28 EUR"";""3","29 EUR"""
"DV06FA;""BNP Paribas S.A."";""Bonus Cap"";""17.09.2021"";""15:46:52"";""DZ BANK"";""56","509998 EUR"";""56","52 EUR"""
"DV06E6;""BNP Paribas S.A."";""Bonus Cap"";""18.06.2021"";""15:42:44"";""DZ BANK"";""58","18 EUR"";""58","189999 EUR"""
"DV06EQ;""Banco Santander S.A."";""Bonus Cap"";""18.06.2021"";""15:16:49"";""DZ BANK"";""3","28 EUR"";""3","29 EUR"""
"DV06KK;""Zalando SE"";""Bonus Cap"";""17.12.2021"";""15:39:39"";""DZ BANK"";""72","809998 EUR"";""72","82 EUR"""
"DV06H9;""Repsol S.A."";""Bonus Cap"";""18.06.2021"";""15:44:27"";""DZ BANK"";""11","24 EUR"";""11","26 EUR"""
"DV06JE;""Repsol S.A."";""Bonus Cap"";""17.12.2021"";""15:42:37"";""DZ BANK"";""10","66 EUR"";""10","67 EUR"""
"DV06FT;""Delivery Hero SE"";""Bonus Cap"";""17.09.2021"";""15:39:36"";""DZ BANK"";""107","449997 EUR"";""107","470001 EUR"""
"DV06G6;""Hugo Boss AG"";""Bonus Cap"";""17.09.2021"";""15:40:44"";""DZ BANK"";""35","709999 EUR"";""35","720001 EUR"""
"DV06H3;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.06.2022"";""15:38:25"";""DZ BANK"";""16","23 EUR"";""16","24 EUR"""
"DV06JB;""Repsol S.A."";""Bonus Cap"";""17.09.2021"";""15:46:52"";""DZ BANK"";""9","39 EUR"";""9","40 EUR"""
"DV06F4;""Deutsche Wohnen SE"";""Bonus Cap"";""18.03.2022"";""15:35:09"";""DZ BANK"";""41","400002 EUR"";""41","41 EUR"""
"DV06HL;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.06.2021"";""15:41:54"";""DZ BANK"";""18","82 EUR"";""18","83 EUR"""
"DV06GC;""Électricité de France S.A. (EdF)"";""Bonus Cap"";""17.12.2021"";""15:43:40"";""DZ BANK"";""8","54 EUR"";""8","55 EUR"""
"DV06J7;""Unicredito Italiano S.p.A."";""Bonus Cap"";""17.12.2021"";""15:45:28"";""DZ BANK"";""9","40 EUR"";""9","42 EUR"""
"DV06G9;""Hugo Boss AG"";""Bonus Cap"";""17.06.2022"";""15:35:59"";""DZ BANK"";""33","889999 EUR"";""33","91 EUR"""
"DV06ET;""Banco Santander S.A."";""Bonus Cap"";""17.12.2021"";""15:15:47"";""DZ BANK"";""2","57 EUR"";""2","58 EUR"""
"DV06H5;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""16.09.2022"";""15:41:54"";""DZ BANK"";""15","27 EUR"";""15","28 EUR"""
"DV06JJ;""Repsol S.A."";""Bonus Cap"";""18.03.2022"";""15:47:51"";""DZ BANK"";""10","84 EUR"";""10","85 EUR"""
"DV06J8;""Vivendi S.A."";""Bonus Cap"";""17.09.2021"";""15:45:39"";""DZ BANK"";""33","880001 EUR"";""33","889999 EUR"""
"DV06KH;""Zalando SE"";""Bonus Cap"";""17.09.2021"";""15:40:07"";""DZ BANK"";""83","410004 EUR"";""83","419998 EUR"""
"DV06JX;""Société Générale S.A."";""Bonus Cap"";""17.09.2021"";""15:45:16"";""DZ BANK"";""23","129999 EUR"";""23","139999 EUR"""
"DV06KD;""Zalando SE"";""Bonus Cap"";""18.06.2021"";""15:43:21"";""DZ BANK"";""77","540001 EUR"";""77","550003 EUR"""
"DV06JU;""Société Générale S.A."";""Bonus Cap"";""18.06.2021"";""15:47:17"";""DZ BANK"";""23","15 EUR"";""23","16 EUR"""
"DV06EP;""ArcelorMittal S.A."";""Bonus Cap"";""16.09.2022"";""15:42:44"";""DZ BANK"";""19","27 EUR"";""19","290001 EUR"""
"DV06FV;""Delivery Hero SE"";""Bonus Cap"";""17.12.2021"";""15:39:37"";""DZ BANK"";""103","459999 EUR"";""103","480003 EUR"""
"DV06EX;""Banco Santander S.A."";""Bonus Cap"";""17.06.2022"";""15:40:38"";""DZ BANK"";""2","68 EUR"";""2","69 EUR"""
"DV06H0;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.03.2022"";""15:38:33"";""DZ BANK"";""16","780001 EUR"";""16","790001 EUR"""
"DV06GA;""Électricité de France S.A. (EdF)"";""Bonus Cap"";""18.06.2021"";""15:43:01"";""DZ BANK"";""8","65 EUR"";""8","67 EUR"""
"DV06KR;""Zalando SE"";""Bonus Cap"";""17.06.2022"";""15:38:30"";""DZ BANK"";""74","00 EUR"";""74","010002 EUR"""
"DV06JQ;""Sanofi S.A."";""Bonus Cap"";""17.12.2021"";""15:46:08"";""DZ BANK"";""75","849998 EUR"";""75","860001 EUR"""
"DV06HP;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.06.2021"";""15:41:54"";""DZ BANK"";""15","18 EUR"";""15","19 EUR"""
"DV06FX;""Delivery Hero SE"";""Bonus Cap"";""17.12.2021"";""15:39:37"";""DZ BANK"";""114","779999 EUR"";""114","800003 EUR"""
"DV06E9;""BNP Paribas S.A."";""Bonus Cap"";""18.06.2021"";""15:38:48"";""DZ BANK"";""54","07 EUR"";""54","080002 EUR"""
"DV06JC;""Repsol S.A."";""Bonus Cap"";""17.09.2021"";""15:47:15"";""DZ BANK"";""11","00 EUR"";""11","01 EUR"""
"DV06KQ;""Zalando SE"";""Bonus Cap"";""17.06.2022"";""15:38:29"";""DZ BANK"";""83","57 EUR"";""83","580002 EUR"""
"DV06HH;""ING Groep N.V."";""Bonus Cap"";""18.03.2022"";""15:46:38"";""DZ BANK"";""8","45 EUR"";""8","46 EUR"""
"DV06FP;""Delivery Hero SE"";""Bonus Cap"";""18.06.2021"";""15:42:14"";""DZ BANK"";""94","050003 EUR"";""94","07 EUR"""
"DV06GK;""Eni S.p.A."";""Bonus Cap"";""17.09.2021"";""15:35:28"";""DZ BANK"";""9","12 EUR"";""9","13 EUR"""
"DV06ER;""Banco Santander S.A."";""Bonus Cap"";""18.06.2021"";""15:49:42"";""DZ BANK"";""2","73 EUR"";""2","74 EUR"""
"DV06GF;""Eni S.p.A."";""Bonus Cap"";""18.06.2021"";""15:48:45"";""DZ BANK"";""8","71 EUR"";""8","73 EUR"""
"DV06GS;""Eni S.p.A."";""Bonus Cap"";""18.03.2022"";""15:44:32"";""DZ BANK"";""8","71 EUR"";""8","72 EUR"""
"DV06JF;""Repsol S.A."";""Bonus Cap"";""17.12.2021"";""15:46:04"";""DZ BANK"";""12","17 EUR"";""12","18 EUR"""
"DV06GS;""Eni S.p.A."";""Bonus Cap"";""18.03.2022"";""15:44:32"";""DZ BANK"";""8","71 EUR"";""8","72 EUR"""
"DV06GW;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.09.2021"";""15:37:00"";""DZ BANK"";""76","650002 EUR"";""76","660004 EUR"""
"DV06HQ;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.06.2021"";""15:55:24"";""DZ BANK"";""16","610001 EUR"";""16","620001 EUR"""
"DV06J2;""Symrise AG"";""Bonus Cap"";""18.06.2021"";""15:49:21"";""DZ BANK"";""97","870003 EUR"";""97","879997 EUR"""
"DV06J9;""Vivendi S.A."";""Bonus Cap"";""17.12.2021"";""15:51:11"";""DZ BANK"";""28","26 EUR"";""28","27 EUR"""
"DV06JG;""Repsol S.A."";""Bonus Cap"";""17.12.2021"";""15:47:51"";""DZ BANK"";""9","01 EUR"";""9","02 EUR"""
"DV06KB;""Vivendi S.A."";""Bonus Cap"";""18.03.2022"";""15:35:48"";""DZ BANK"";""31","58 EUR"";""31","60 EUR"""
"DV06HZ;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""18.03.2022"";""15:55:23"";""DZ BANK"";""15","54 EUR"";""15","55 EUR"""
"DV06JY;""Société Générale S.A."";""Bonus Cap"";""17.09.2021"";""15:46:52"";""DZ BANK"";""21","84 EUR"";""21","85 EUR"""
"DV06JA;""Repsol S.A."";""Bonus Cap"";""17.09.2021"";""15:51:02"";""DZ BANK"";""11","33 EUR"";""11","34 EUR"""
"DV06HW;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.12.2021"";""15:41:55"";""DZ BANK"";""15","43 EUR"";""15","44 EUR"""
"DV06F1;""Delivery Hero SE"";""Bonus Cap"";""18.03.2022"";""15:39:37"";""DZ BANK"";""98","580002 EUR"";""98","599998 EUR"""
"DV06F8;""Deutsche Wohnen SE"";""Bonus Cap"";""17.06.2022"";""15:37:40"";""DZ BANK"";""36","02 EUR"";""36","029999 EUR"""
"DV06FN;""Delivery Hero SE"";""Bonus Cap"";""18.06.2021"";""15:42:45"";""DZ BANK"";""112","050003 EUR"";""112","07 EUR"""
"DV06FQ;""Delivery Hero SE"";""Bonus Cap"";""18.06.2021"";""15:55:13"";""DZ BANK"";""110","610001 EUR"";""110","629997 EUR"""
"DV06HX;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""17.12.2021"";""15:54:36"";""DZ BANK"";""16","43 EUR"";""16","440001 EUR"""
"DV06EE;""AEGON N.V."";""Bonus Cap"";""18.03.2022"";""15:52:45"";""DZ BANK"";""3","88 EUR"";""3","89 EUR"""
"DV06GJ;""Eni S.p.A."";""Bonus Cap"";""17.09.2021"";""15:21:24"";""DZ BANK"";""8","48 EUR"";""8","49 EUR"""
"DV06EY;""Beiersdorf AG"";""Bonus Cap"";""17.09.2021"";""15:44:22"";""DZ BANK"";""85","50 EUR"";""85","510002 EUR"""
"DV06KM;""Zalando SE"";""Bonus Cap"";""18.03.2022"";""15:38:30"";""DZ BANK"";""78","510002 EUR"";""78","519997 EUR"""
"DV06EN;""ArcelorMittal S.A."";""Bonus Cap"";""17.06.2022"";""15:46:17"";""DZ BANK"";""19","709999 EUR"";""19","73 EUR"""
"DV06G4;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.06.2022"";""15:45:59"";""DZ BANK"";""80","220001 EUR"";""80","230003 EUR"""
"DV06KS;""Zalando SE"";""Bonus Cap"";""17.06.2022"";""15:38:29"";""DZ BANK"";""73","150002 EUR"";""73","160004 EUR"""
"DV06E2;""Beiersdorf AG"";""Bonus Cap"";""18.03.2022"";""15:41:35"";""DZ BANK"";""82","330002 EUR"";""82","339996 EUR"""
"DV06JH;""Repsol S.A."";""Bonus Cap"";""17.12.2021"";""15:49:21"";""DZ BANK"";""10","26 EUR"";""10","27 EUR"""
"DV06H4;""ProSiebenSat.1 Media SE"";""Bonus Cap"";""16.09.2022"";""15:41:57"";""DZ BANK"";""15","54 EUR"";""15","55 EUR"""
"DV06JN;""Sanofi S.A."";""Bonus Cap"";""18.06.2021"";""15:52:08"";""DZ BANK"";""68","879997 EUR"";""68","900002 EUR"""
"DV06EW;""Banco Santander S.A."";""Bonus Cap"";""17.06.2022"";""15:41:17"";""DZ BANK"";""3","17 EUR"";""3","18 EUR"""
"DV06J1;""Société Générale S.A."";""Bonus Cap"";""17.12.2021"";""15:53:09"";""DZ BANK"";""20","950001 EUR"";""20","959999 EUR"""
"DV06KC;""Vivendi S.A."";""Bonus Cap"";""17.06.2022"";""15:35:48"";""DZ BANK"";""31","059999 EUR"";""31","08 EUR"""
"DV06GR;""Eni S.p.A."";""Bonus Cap"";""18.03.2022"";""15:54:52"";""DZ BANK"";""10","25 EUR"";""10","26 EUR"""
"DV06FB;""BNP Paribas S.A."";""Bonus Cap"";""17.09.2021"";""15:44:08"";""DZ BANK"";""45","439999 EUR"";""45","450001 EUR"""
"DV06GX;""Henkel AG & Co. KGaA Vz."";""Bonus Cap"";""17.09.2021"";""15:52:40"";""DZ BANK"";""75","949997 EUR"";""75","959999 EUR"""
"DV06GD;""Électricité de France S.A. (EdF)"";""Bonus Cap"";""18.03.2022"";""15:51:35"";""DZ BANK"";""8","42 EUR"";""8","43 EUR"""
"DV06KG;""Zalando SE"";""Bonus Cap"";""17.09.2021"";""15:41:37"";""DZ BANK"";""75","010002 EUR"";""75","019997 EUR"""
"DV06GN;""Eni S.p.A."";""Bonus Cap"";""17.12.2021"";""15:39:56"";""DZ BANK"";""8","82 EUR"";""8","83 EUR"""
"DV06HC;""ING Groep N.V."";""Bonus Cap"";""17.09.2021"";""15:44:56"";""DZ BANK"";""10","50 EUR"";""10","51 EUR"""
"DV06FW;""Delivery Hero SE"";""Bonus Cap"";""17.12.2021"";""15:39:36"";""DZ BANK"";""101","410004 EUR"";""101","43 EUR"""
"DV06JD;""Repsol S.A."";""Bonus Cap"";""17.09.2021"";""15:48:38"";""DZ BANK"";""9","24 EUR"";""9","25 EUR"""
"DV06F5;""Deutsche Wohnen SE"";""Bonus Cap"";""18.03.2022"";""15:37:22"";""DZ BANK"";""36","619999 EUR"";""36","630001 EUR"""
"DV04J7;""Deutsche Post AG"";""Bonus Cap"";""18.03.2022"";""15:38:21"";""DZ BANK"";""49","009998 EUR"";""49","029999 EUR"""
"DV04JY;""Deutsche Lufthansa AG"";""Bonus Cap"";""18.03.2022"";""15:37:01"";""DZ BANK"";""10","41 EUR"";""10","42 EUR"""
"DV04KB;""RWE AG"";""Bonus Cap"";""17.09.2021"";""15:41:30"";""DZ BANK"";""34","049999 EUR"";""34","060001 EUR"""
"DV04K5;""Volkswagen AG Vz."";""Bonus Cap"";""17.09.2021"";""15:37:27"";""DZ BANK"";""148","580002 EUR"";""148","589996 EUR"""
"DV04KU;""RWE AG"";""Bonus Cap"";""17.03.2023"";""15:39:18"";""DZ BANK"";""30","51 EUR"";""30","530001 EUR"""
"DV04KQ;""RWE AG"";""Bonus Cap"";""16.09.2022"";""15:40:25"";""DZ BANK"";""26","65 EUR"";""26","67 EUR"""
"DV04KR;""RWE AG"";""Bonus Cap"";""16.12.2022"";""15:35:43"";""DZ BANK"";""30","73 EUR"";""30","75 EUR"""
"DV04JQ;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.09.2021"";""15:34:33"";""DZ BANK"";""10","78 EUR"";""10","79 EUR"""
"DV04K1;""Volkswagen AG Vz."";""Bonus Cap"";""18.06.2021"";""15:37:29"";""DZ BANK"";""153","139999 EUR"";""153","149994 EUR"""
"DV04KV;""RWE AG"";""Bonus Cap"";""17.03.2023"";""15:35:14"";""DZ BANK"";""34","18 EUR"";""34","200001 EUR"""
"DV04JL;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.09.2021"";""15:46:29"";""DZ BANK"";""12","65 EUR"";""12","66 EUR"""
"DV04JN;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.09.2021"";""15:39:17"";""DZ BANK"";""12","48 EUR"";""12","49 EUR"""
"DV04KY;""SAP SE"";""Bonus Cap"";""17.06.2022"";""15:44:24"";""DZ BANK"";""90","800003 EUR"";""90","809998 EUR"""
"DV04JC;""Daimler AG"";""Bonus Cap"";""16.12.2022"";""15:35:14"";""DZ BANK"";""71","980003 EUR"";""72","00 EUR"""
"DV04KL;""RWE AG"";""Bonus Cap"";""17.06.2022"";""15:33:54"";""DZ BANK"";""35","50 EUR"";""35","52 EUR"""
"DV04K3;""Volkswagen AG Vz."";""Bonus Cap"";""18.06.2021"";""15:37:29"";""DZ BANK"";""181","559998 EUR"";""181","570007 EUR"""
"DV04K9;""Volkswagen AG Vz."";""Bonus Cap"";""17.12.2021"";""15:37:29"";""DZ BANK"";""165","529999 EUR"";""165","539993 EUR"""
"DV04JA;""Daimler AG"";""Bonus Cap"";""18.06.2021"";""15:40:37"";""DZ BANK"";""71","730003 EUR"";""71","75 EUR"""
"DV04KA;""RWE AG"";""Bonus Cap"";""18.06.2021"";""15:31:46"";""DZ BANK"";""34","48 EUR"";""34","50 EUR"""
"DV04JR;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.12.2021"";""15:43:05"";""DZ BANK"";""12","16 EUR"";""12","17 EUR"""
"DV04JJ;""Deutsche Lufthansa AG"";""Bonus Cap"";""18.06.2021"";""15:54:21"";""DZ BANK"";""11","16 EUR"";""11","18 EUR"""
"DV04J1;""Deutsche Lufthansa AG"";""Bonus Cap"";""18.03.2022"";""15:47:50"";""DZ BANK"";""10","16 EUR"";""10","17 EUR"""
"DV04KD;""RWE AG"";""Bonus Cap"";""17.12.2021"";""15:41:30"";""DZ BANK"";""24","030001 EUR"";""24","040001 EUR"""
"DV04LD;""Volkswagen AG Vz."";""Bonus Cap"";""17.06.2022"";""15:37:28"";""DZ BANK"";""160","210007 EUR"";""160","220001 EUR"""
"DV04LE;""Volkswagen AG Vz."";""Bonus Cap"";""17.06.2022"";""15:37:30"";""DZ BANK"";""148","399994 EUR"";""148","410004 EUR"""
"DV04JP;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.09.2021"";""15:34:41"";""DZ BANK"";""9","36 EUR"";""9","37 EUR"""
"DV04K2;""Volkswagen AG Vz."";""Bonus Cap"";""18.06.2021"";""15:37:29"";""DZ BANK"";""167","490005 EUR"";""167","50 EUR"""
"DV04KN;""RWE AG"";""Bonus Cap"";""16.09.2022"";""15:51:02"";""DZ BANK"";""31","129999 EUR"";""31","15 EUR"""
"DV04KZ;""SAP SE"";""Bonus Cap"";""17.03.2023"";""15:41:11"";""DZ BANK"";""87","959999 EUR"";""87","970001 EUR"""
"DV04JU;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.12.2021"";""15:51:27"";""DZ BANK"";""9","12 EUR"";""9","13 EUR"""
"DV04LF;""Volkswagen AG Vz."";""Bonus Cap"";""16.09.2022"";""15:37:30"";""DZ BANK"";""154","919998 EUR"";""154","929993 EUR"""
"DV04KF;""RWE AG"";""Bonus Cap"";""18.03.2022"";""15:41:29"";""DZ BANK"";""28","120001 EUR"";""28","129999 EUR"""
"DV04KC;""RWE AG"";""Bonus Cap"";""17.12.2021"";""15:41:30"";""DZ BANK"";""28","639999 EUR"";""28","65 EUR"""
"DV04J3;""Deutsche Lufthansa AG"";""Bonus Cap"";""17.06.2022"";""15:54:04"";""DZ BANK"";""10","12 EUR"";""10","14 EUR"""
