Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit
Deep-Express-Zertifikat plus;DE000LB2L842;Deutsche Post;23.04.2027 00:00:00;989,09;1.001,10;2,94 %;30,79 %;3,50 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2L859;EURO STOXX 50®;23.04.2027 00:00:00;994,86;1.004,91;0,44 %;51,23 %;1,00 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2L867;EURO STOXX 50®;23.04.2027 00:00:00;998,51;1.008,60;0,98 %;36,60 %;2,00 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2L826;Covestro;23.04.2027 00:00:00;996,99;1.017,34;2,19 %;38,04 %;4,30 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMG8;EURO STOXX 50®;23.04.2027 00:00:00;990,05;1.000,05;1,86 %;35,01 %;2,15 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LM82;Allianz;23.04.2027 00:00:00;998,40;1.010,53;2,96 %;31,19 %;4,50 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMP9;Volkswagen;23.04.2027 00:00:00;999,22;1.011,36;3,74 %;36,45 %;5,50 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMN4;Siemens;23.04.2027 00:00:00;997,03;1.009,14;1,79 %;30,29 %;3,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMM6;SAP;23.04.2027 00:00:00;994,33;1.006,41;2,03 %;25,18 %;3,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMH6;EURO STOXX 50®;23.04.2027 00:00:00;990,21;1.000,21;2,32 %;30,01 %;2,70 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMJ2;EURO STOXX 50®;23.04.2027 00:00:00;990,97;1.000,98;2,73 %;25,01 %;3,25 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMK0;MSCI EMU SRI Select 30 Decrement 3,5% Index;23.04.2027 00:00:00;985,14;1.000,14;1,72 %;39,36 %;2,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMF0;EURO STOXX 50®;23.04.2027 00:00:00;989,58;999,58;1,56 %;40,01 %;1,75 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMC7;Daimler;23.04.2027 00:00:00;997,10;1.009,21;3,50 %;40,80 %;5,00 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LML8;MSCI EMU SRI Select 30 Decrement 3,5% Index;23.04.2027 00:00:00;985,87;1.000,88;2,78 %;29,25 %;3,30 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LME3;EURO STOXX 50®;23.04.2027 00:00:00;989,62;999,62;1,12 %;50,01 %;1,25 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMD5;Deutsche Post;23.04.2027 00:00:00;994,74;1.006,82;2,17 %;31,13 %;3,20 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMA1;BASF;23.04.2027 00:00:00;1.001,30;1.013,46;1,42 %;35,72 %;3,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMB9;Bayer;23.04.2027 00:00:00;988,29;1.000,29;3,70 %;33,61 %;4,30 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LM90;AXA;23.04.2027 00:00:00;1.012,74;1.025,04;2,96 %;38,89 %;6,00 %;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2KZ13;EURO STOXX 50®;24.03.2023 00:00:00;26,06;26,09;1,68 %;26,83 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2KYZ5;EURO STOXX 50®;24.03.2023 00:00:00;24,38;24,40;1,18 %;32,25 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2KZ21;EURO STOXX 50®;24.03.2023 00:00:00;26,88;26,91;1,94 %;24,12 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2KZ39;EURO STOXX 50®;24.03.2023 00:00:00;27,68;27,71;2,23 %;21,41 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2KZ05;EURO STOXX 50®;24.03.2023 00:00:00;25,23;25,26;1,41 %;29,54 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPH9;DAX®;24.06.2022 00:00:00;101,81;101,91;2,30 %;24,72 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPM9;EURO STOXX 50®;24.06.2022 00:00:00;26,58;26,61;2,53 %;25,47 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPJ5;DAX®;24.06.2022 00:00:00;106,02;106,13;2,76 %;21,13 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPK3;DAX®;24.06.2022 00:00:00;110,12;110,23;3,27 %;17,55 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPN7;EURO STOXX 50®;24.06.2022 00:00:00;28,62;28,65;3,56 %;18,70 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPL1;EURO STOXX 50®;24.06.2022 00:00:00;24,41;24,43;1,77 %;32,25 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LQ05;EURO STOXX 50®;23.06.2023 00:00:00;29,54;29,57;3,47 %;13,27 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPY4;EURO STOXX 50®;23.06.2023 00:00:00;28,16;28,19;2,73 %;18,70 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPZ1;EURO STOXX 50®;23.06.2023 00:00:00;28,87;28,90;3,08 %;15,98 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPX6;EURO STOXX 50®;23.06.2023 00:00:00;27,43;27,46;2,39 %;21,41 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LQT2;Bayer;27.12.2021 00:00:00;44,48;44,52;12,33 %;6,17 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LXS0;thyssenkrupp;25.03.2022 00:00:00;7,17;7,19;10,54 %;30,25 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXR2;thyssenkrupp;25.03.2022 00:00:00;6,08;6,10;6,14 %;43,33 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXQ4;Siemens;25.03.2022 00:00:00;115,01;115,13;8,02 %;3,96 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXF7;Wacker Chemie;28.01.2022 00:00:00;75,71;75,90;5,94 %;27,31 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LXE0;Vonovia;28.01.2022 00:00:00;47,15;47,20;6,52 %;6,30 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXD2;Vonovia;28.01.2022 00:00:00;43,82;43,86;2,85 %;15,67 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXB6;Volkswagen;28.01.2022 00:00:00;126,31;126,44;3,09 %;25,62 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LXA8;Volkswagen;28.01.2022 00:00:00;118,20;118,32;1,56 %;31,34 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LX97;Vivendi;28.01.2022 00:00:00;22,98;23,00;0,00 %;19,97 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LX63;Vinci;28.01.2022 00:00:00;67,53;67,60;3,90 %;20,35 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LX14;UniCredit;28.01.2022 00:00:00;6,82;6,86;7,05 %;17,08 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LX06;UniCredit;28.01.2022 00:00:00;6,22;6,26;4,21 %;26,17 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWY0;Total;28.01.2022 00:00:00;26,99;27,02;1,95 %;28,89 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWZ7;Total;28.01.2022 00:00:00;29,00;29,03;3,67 %;22,42 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWQ6;Societe Generale;28.01.2022 00:00:00;12,29;12,31;1,69 %;39,96 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWR4;Societe Generale;28.01.2022 00:00:00;14,00;14,02;3,76 %;30,36 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWP8;Siemens Healthineers;28.01.2022 00:00:00;42,45;42,54;5,06 %;3,33 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LWL7;SAP;28.01.2022 00:00:00;92,03;92,12;9,41 %;3,04 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWM5;Schneider Electric;28.01.2022 00:00:00;97,59;97,69;2,59 %;19,61 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWJ1;SAP;28.01.2022 00:00:00;86,19;86,28;4,74 %;12,74 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWH5;Sanofi;28.01.2022 00:00:00;68,80;68,87;6,59 %;4,70 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LWC6;Saint-Gobain;28.01.2022 00:00:00;31,89;31,92;1,99 %;26,75 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWD4;Saint-Gobain;28.01.2022 00:00:00;34,32;34,35;3,68 %;19,99 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVD6;Morphosys;28.01.2022 00:00:00;65,88;66,01;6,64 %;17,67 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWA0;RWE;28.01.2022 00:00:00;25,72;25,75;7,47 %;12,59 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LW80;Royal Dutch Shell;28.01.2022 00:00:00;13,01;13,03;3,96 %;21,50 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LW98;RWE;28.01.2022 00:00:00;23,70;23,72;3,61 %;22,12 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LW72;Royal Dutch Shell;28.01.2022 00:00:00;12,22;12,24;2,33 %;27,32 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LW56;Repsol;28.01.2022 00:00:00;7,02;7,06;2,95 %;32,37 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LW23;ProSiebenSat.1 Media;28.01.2022 00:00:00;12,28;12,32;6,07 %;26,60 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVZ9;Porsche;28.01.2022 00:00:00;49,03;49,13;1,94 %;26,23 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LVY2;Porsche;28.01.2022 00:00:00;46,52;46,61;0,92 %;30,66 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LVX4;Philips;28.01.2022 00:00:00;41,05;41,09;7,79 %;3,39 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LVW6;Philips;28.01.2022 00:00:00;39,55;39,59;5,30 %;8,88 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LVV8;Philips;28.01.2022 00:00:00;37,80;37,84;3,37 %;14,37 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LVT2;Orange;28.01.2022 00:00:00;8,02;8,04;3,55 %;13,67 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVS4;Orange;28.01.2022 00:00:00;7,65;7,67;1,86 %;18,87 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVQ8;OMV;28.01.2022 00:00:00;26,22;26,25;1,04 %;34,60 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVP0;Nokia;28.01.2022 00:00:00;2,71;2,74;10,45 %;10,62 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVR6;OMV;28.01.2022 00:00:00;29,23;29,26;2,78 %;25,96 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVH7;MTU Aero Engines;28.01.2022 00:00:00;156,11;156,42;6,03 %;20,63 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVE4;Morphosys;28.01.2022 00:00:00;72,11;72,25;11,82 %;5,90 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTL3;Deutsche Telekom;28.01.2022 00:00:00;12,70;12,72;2,42 %;13,39 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LTG3;Deutsche Post;28.01.2022 00:00:00;33,16;33,19;2,68 %;19,26 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTH1;Deutsche Post;28.01.2022 00:00:00;34,65;34,68;4,18 %;14,51 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTE8;Deutsche Lufthansa;28.01.2022 00:00:00;7,22;7,24;3,94 %;40,88 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LTF5;Deutsche Lufthansa;28.01.2022 00:00:00;8,44;8,46;7,02 %;29,05 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LTC2;Deutsche Börse;28.01.2022 00:00:00;114,85;114,96;4,82 %;11,50 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTA6;Deutsche Börse;28.01.2022 00:00:00;103,34;103,44;1,65 %;22,57 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTB4;Deutsche Börse;28.01.2022 00:00:00;111,27;111,38;3,57 %;15,19 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LT77;Deutsche Bank;28.01.2022 00:00:00;6,34;6,37;2,24 %;37,76 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LT51;Delivery Hero;28.01.2022 00:00:00;87,80;87,98;21,39 %;1,64 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LT44;Delivery Hero;28.01.2022 00:00:00;82,54;82,71;16,40 %;11,01 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LT02;DAX®;28.01.2022 00:00:00;113,10;113,21;1,73 %;17,55 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSY8;Danone;28.01.2022 00:00:00;46,32;46,37;1,49 %;17,95 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSW2;Daimler;28.01.2022 00:00:00;52,83;52,88;6,49 %;15,41 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSX0;Daimler;28.01.2022 00:00:00;55,46;55,52;8,88 %;9,37 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSU6;Daimler;28.01.2022 00:00:00;48,32;48,37;3,70 %;24,47 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSS0;Covestro;28.01.2022 00:00:00;49,13;49,18;6,30 %;14,92 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSR2;Covestro;28.01.2022 00:00:00;45,60;45,65;3,25 %;23,10 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSQ4;Covestro;28.01.2022 00:00:00;41,55;41,59;1,08 %;31,28 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSL5;Continental;28.01.2022 00:00:00;86,54;86,63;4,27 %;23,24 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSG5;Carrefour;28.01.2022 00:00:00;11,76;11,80;4,19 %;15,31 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSF7;Carl Zeiss Meditec;28.01.2022 00:00:00;110,87;111,09;8,82 %;4,84 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSE0;Carl Zeiss Meditec;28.01.2022 00:00:00;104,61;104,82;5,43 %;12,77 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSD2;Carl Zeiss Meditec;28.01.2022 00:00:00;101,03;101,23;4,09 %;16,73 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSB6;BNP Paribas;28.01.2022 00:00:00;32,30;32,33;2,27 %;33,08 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSC4;BNP Paribas;28.01.2022 00:00:00;36,39;36,43;4,73 %;22,94 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LS94;BMW;28.01.2022 00:00:00;57,81;57,87;4,04 %;16,55 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSA8;BMW;28.01.2022 00:00:00;61,25;61,31;6,62 %;9,60 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LS60;Beiersdorf;28.01.2022 00:00:00;75,82;75,90;5,94 %;3,96 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LS52;Bechtle;28.01.2022 00:00:00;123,14;123,39;5,89 %;17,93 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LS29;Bayer;28.01.2022 00:00:00;40,59;40,63;5,06 %;18,61 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LS03;BASF;28.01.2022 00:00:00;60,31;60,37;8,44 %;5,89 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LS11;Bayer;28.01.2022 00:00:00;38,75;38,79;3,42 %;23,40 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LS45;Bayer;28.01.2022 00:00:00;43,73;43,77;9,38 %;9,04 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LXN1;Siemens;25.03.2022 00:00:00;105,65;105,76;3,76 %;15,49 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXH3;Wacker Chemie;28.01.2022 00:00:00;91,98;92,21;15,30 %;4,59 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LX89;Vivendi;28.01.2022 00:00:00;20,98;21,00;0,00 %;26,93 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LX30;United Internet;28.01.2022 00:00:00;30,16;30,22;6,47 %;13,14 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LX22;United Internet;28.01.2022 00:00:00;28,00;28,06;3,68 %;21,28 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LWU8;Telefonica;28.01.2022 00:00:00;2,62;2,64;4,58 %;24,62 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWT0;Südzucker;28.01.2022 00:00:00;10,63;10,67;3,39 %;17,36 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWG7;Sanofi;28.01.2022 00:00:00;67,04;67,11;4,73 %;8,62 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LVC8;Merck;28.01.2022 00:00:00;119,03;119,15;5,39 %;8,36 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LW31;ProSiebenSat.1 Media;28.01.2022 00:00:00;13,34;13,38;9,21 %;18,13 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVU0;Orange;28.01.2022 00:00:00;8,31;8,33;5,54 %;8,99 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVL9;MünchenerRück;28.01.2022 00:00:00;201,96;202,16;4,26 %;14,56 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVM7;Nokia;28.01.2022 00:00:00;2,40;2,43;3,16 %;25,52 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVF1;Morphosys;28.01.2022 00:00:00;76,88;77,03;11,42 %;-5,86 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTK5;Deutsche Telekom;28.01.2022 00:00:00;12,32;12,34;1,42 %;16,72 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LT93;Deutsche Bank;28.01.2022 00:00:00;7,58;7,61;5,63 %;23,40 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LT10;DAX®;28.01.2022 00:00:00;119,27;119,39;2,86 %;12,17 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSP6;Continental;28.01.2022 00:00:00;103,02;103,12;12,70 %;1,92 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSM3;Continental;28.01.2022 00:00:00;91,80;91,89;6,11 %;17,27 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSH3;Commerzbank;28.01.2022 00:00:00;3,36;3,39;3,56 %;36,46 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVA2;LVMH;28.01.2022 00:00:00;434,48;434,91;3,81 %;15,40 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LV99;LVMH;28.01.2022 00:00:00;411,26;411,67;2,22 %;21,04 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LV24;K+S;28.01.2022 00:00:00;5,95;5,98;4,96 %;34,83 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUZ1;Infineon;28.01.2022 00:00:00;29,09;29,12;8,99 %;11,07 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUX6;Infineon;28.01.2022 00:00:00;26,03;26,06;3,96 %;23,77 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUU2;HUGO BOSS;28.01.2022 00:00:00;22,67;22,72;1,35 %;30,72 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUR8;HOCHTIEF;28.01.2022 00:00:00;56,18;56,24;3,44 %;22,97 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUQ0;Henkel;28.01.2022 00:00:00;75,35;75,43;6,66 %;3,10 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUP2;Henkel;28.01.2022 00:00:00;72,24;72,31;4,08 %;9,16 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUL1;HeidelbergCement;28.01.2022 00:00:00;48,68;48,73;2,86 %;24,99 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRW4;Banco Santander;28.01.2022 00:00:00;2,16;2,20;7,50 %;19,22 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LRS2;AXA;28.01.2022 00:00:00;15,66;15,68;2,24 %;25,08 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRT0;AXA;28.01.2022 00:00:00;16,49;16,51;3,26 %;20,39 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRQ6;ASML Holding;28.01.2022 00:00:00;368,75;369,12;3,24 %;20,09 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRM5;Allianz;28.01.2022 00:00:00;175,04;175,22;6,13 %;8,28 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRK9;Allianz;28.01.2022 00:00:00;160,73;160,89;2,80 %;18,20 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRG7;Airbus;28.01.2022 00:00:00;64,29;64,35;1,11 %;35,04 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LRF9;adidas;28.01.2022 00:00:00;252,05;252,30;7,72 %;7,79 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LRE2;adidas;28.01.2022 00:00:00;238,92;239,16;4,98 %;14,62 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LUC0;Fresenius M.C.;28.01.2022 00:00:00;50,74;50,79;6,95 %;7,34 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LUD8;Generali;28.01.2022 00:00:00;12,35;12,39;2,75 %;19,44 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LU90;Fresenius M.C.;28.01.2022 00:00:00;46,69;46,74;2,96 %;17,64 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LU17;Fraport;28.01.2022 00:00:00;39,06;39,14;5,22 %;23,36 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTZ3;Fraport;28.01.2022 00:00:00;32,96;33,03;1,56 %;37,38 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LU09;Fraport;28.01.2022 00:00:00;35,92;35,99;3,08 %;30,84 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTW0;EURO STOXX 50®;28.01.2022 00:00:00;29,92;29,95;2,01 %;17,34 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LTS8;E.ON;28.01.2022 00:00:00;7,45;7,47;7,80 %;5,55 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTU4;Eni;28.01.2022 00:00:00;6,39;6,43;1,19 %;32,09 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTP4;Deutsche Wohnen;28.01.2022 00:00:00;34,62;34,69;7,32 %;5,66 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXP6;Siemens;25.03.2022 00:00:00;109,08;109,19;4,98 %;11,65 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXM3;Siemens;25.03.2022 00:00:00;101,95;102,05;2,71 %;19,33 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXK7;Zalando;28.01.2022 00:00:00;67,16;67,36;12,50 %;11,45 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXL5;Zalando;28.01.2022 00:00:00;72,56;72,78;18,09 %;-0,35 %;;EUR;;;ESG (nachhaltig)
