Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit
Aktien-Anleihe;DE000LB2UHA2;BASF;26.08.2022 00:00:00;101,02;101,12;4,78 %;13,13 %;5,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UGY4;Airbus;26.08.2022 00:00:00;103,50;103,60;3,59 %;25,04 %;6,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UMW6;Royal Dutch Shell;23.09.2022 00:00:00;102,35;102,45;4,96 %;17,43 %;6,60 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UMU0;Nokia;23.09.2022 00:00:00;97,47;97,67;7,16 %;13,60 %;5,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMP0;Zalando;26.08.2022 00:00:00;94,29;94,49;6,85 %;23,26 %;2,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UML9;Vonovia;26.08.2022 00:00:00;98,72;98,92;4,18 %;11,92 %;3,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMG9;Volkswagen;26.08.2022 00:00:00;101,57;101,67;1,91 %;34,20 %;3,05 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UM81;thyssenkrupp;26.08.2022 00:00:00;101,89;101,99;7,99 %;28,95 %;9,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UM40;Südzucker;26.08.2022 00:00:00;101,95;102,05;2,34 %;23,37 %;3,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UM08;Siemens;26.08.2022 00:00:00;99,71;99,81;3,60 %;13,95 %;3,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULV0;SAP;26.08.2022 00:00:00;98,63;98,73;4,32 %;12,74 %;3,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULN7;ProSiebenSat.1 Media;26.08.2022 00:00:00;103,02;103,23;4,48 %;32,24 %;6,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULA4;MTU Aero Engines;26.08.2022 00:00:00;100,12;100,32;4,39 %;25,44 %;4,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL58;L'Oreal;26.08.2022 00:00:00;99,81;99,91;2,67 %;14,89 %;2,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL25;Linde;26.08.2022 00:00:00;100,16;100,26;3,43 %;12,79 %;3,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL17;Linde;26.08.2022 00:00:00;100,17;100,27;2,42 %;17,64 %;2,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQK2;adidas;25.03.2022 00:00:00;100,77;100,87;4,14 %;16,33 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USV5;HOCHTIEF;25.03.2022 00:00:00;98,57;98,77;3,96 %;20,32 %;2,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQX5;AXA;25.03.2022 00:00:00;102,78;102,88;3,20 %;20,39 %;6,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US28;Deutsche Post;25.03.2022 00:00:00;99,69;99,79;1,95 %;22,82 %;1,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US85;Deutsche Wohnen;25.03.2022 00:00:00;97,72;97,92;5,06 %;9,48 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT35;Infineon;25.03.2022 00:00:00;100,59;100,69;7,48 %;12,48 %;8,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUW9;Carl Zeiss Meditec;25.04.2022 00:00:00;97,88;98,08;7,58 %;4,84 %;5,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUX7;Linde;25.04.2022 00:00:00;99,52;99,62;1,94 %;20,06 %;1,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUL2;Südzucker;25.03.2022 00:00:00;101,33;101,43;2,81 %;19,61 %;4,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUH0;Societe Generale;25.03.2022 00:00:00;103,54;103,64;1,52 %;40,92 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU65;Royal Dutch Shell;25.03.2022 00:00:00;102,74;102,84;5,56 %;15,69 %;8,40 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTZ4;Porsche;25.03.2022 00:00:00;103,02;103,23;1,90 %;26,23 %;5,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTW1;Philips;25.03.2022 00:00:00;99,32;99,42;2,61 %;17,01 %;2,05 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTU5;Orange;25.03.2022 00:00:00;100,33;100,43;2,19 %;17,83 %;2,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTR1;Nokia;25.03.2022 00:00:00;99,60;99,80;10,17 %;7,64 %;10,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTL4;MünchenerRück;25.03.2022 00:00:00;100,96;101,06;0,75 %;30,84 %;1,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTK6;Morphosys;25.03.2022 00:00:00;94,94;95,14;12,43 %;0,02 %;7,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTH2;Morphosys;25.03.2022 00:00:00;96,74;96,94;6,11 %;17,67 %;3,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTE9;LVMH;25.03.2022 00:00:00;99,33;99,43;5,36 %;9,76 %;4,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTA7;LANXESS;25.03.2022 00:00:00;100,60;100,80;1,83 %;28,46 %;2,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT43;ING;25.03.2022 00:00:00;102,39;102,49;0,01 %;47,60 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USP7;Hannover Rück;25.03.2022 00:00:00;101,10;101,30;3,43 %;16,38 %;4,70 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USK8;Fresenius M.C.;25.03.2022 00:00:00;100,68;100,78;1,06 %;26,22 %;1,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UR86;Bechtle;25.03.2022 00:00:00;97,44;97,64;8,40 %;8,46 %;6,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UQR7;Allianz;25.03.2022 00:00:00;101,19;101,29;2,75 %;18,20 %;4,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUP3;Volkswagen;25.03.2022 00:00:00;101,98;102,08;3,13 %;25,62 %;5,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUE7;Siemens;25.03.2022 00:00:00;99,58;99,68;3,56 %;15,49 %;3,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU73;RWE;25.03.2022 00:00:00;99,40;99,50;2,84 %;25,30 %;2,35 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UU57;Royal Dutch Shell;25.03.2022 00:00:00;102,11;102,21;3,20 %;24,41 %;5,35 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTP5;Nokia;25.03.2022 00:00:00;100,54;100,74;3,33 %;25,52 %;4,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USW3;HOCHTIEF;25.03.2022 00:00:00;97,92;98,12;6,89 %;11,02 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USM4;Fresenius M.C.;25.03.2022 00:00:00;101,04;101,14;3,88 %;14,21 %;5,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2USL6;Fresenius M.C.;25.03.2022 00:00:00;100,88;100,98;2,31 %;20,21 %;3,25 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2US93;E.ON;25.03.2022 00:00:00;99,60;99,70;2,29 %;19,72 %;2,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URX3;Deutsche Bank;25.03.2022 00:00:00;103,22;103,37;2,35 %;37,76 %;5,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URD5;BMW;25.03.2022 00:00:00;100,73;100,83;2,20 %;23,50 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQY3;Banco Santander;25.03.2022 00:00:00;99,97;100,07;3,93 %;29,53 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UQT3;ArcelorMittal;25.03.2022 00:00:00;101,13;101,23;4,29 %;32,52 %;5,50 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUC1;SAP;25.03.2022 00:00:00;97,42;97,52;8,12 %;3,04 %;5,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV15;Telefonica;25.04.2022 00:00:00;98,87;99,07;6,09 %;19,13 %;5,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV23;Telefonica;25.04.2022 00:00:00;98,47;98,67;8,87 %;10,91 %;7,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUU3;Carl Zeiss Meditec;25.04.2022 00:00:00;98,84;99,04;3,01 %;20,70 %;2,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUS7;Vonovia;25.03.2022 00:00:00;98,95;99,15;4,44 %;10,42 %;3,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUM0;Unilever;25.03.2022 00:00:00;99,38;99,48;2,76 %;15,43 %;2,25 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UU81;RWE;25.03.2022 00:00:00;98,44;98,54;6,21 %;14,18 %;4,75 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UT84;K+S;25.03.2022 00:00:00;99,13;99,28;8,07 %;21,79 %;7,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTT7;OMV;25.03.2022 00:00:00;102,97;103,18;2,91 %;23,49 %;6,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV07;Telefonica;25.04.2022 00:00:00;99,51;99,71;2,26 %;34,21 %;2,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU08;Porsche;25.03.2022 00:00:00;103,99;104,20;3,69 %;18,86 %;7,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTM2;MünchenerRück;25.03.2022 00:00:00;101,40;101,50;2,06 %;22,70 %;3,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTG4;Merck;25.03.2022 00:00:00;98,79;98,89;4,95 %;8,36 %;3,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTD1;LVMH;25.03.2022 00:00:00;99,47;99,57;3,72 %;15,40 %;3,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT68;ING;25.03.2022 00:00:00;104,78;104,88;3,29 %;28,15 %;8,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USY9;HUGO BOSS;25.03.2022 00:00:00;102,99;103,20;0,47 %;36,75 %;3,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USQ5;HeidelbergCement;25.03.2022 00:00:00;101,32;101,42;1,40 %;32,49 %;2,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USH4;Fresenius;25.03.2022 00:00:00;101,33;101,43;2,77 %;18,15 %;4,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2USC5;Enel;25.03.2022 00:00:00;98,31;98,41;4,87 %;14,21 %;3,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USB7;E.ON;25.03.2022 00:00:00;99,04;99,14;6,10 %;7,32 %;5,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US77;Deutsche Telekom;25.03.2022 00:00:00;100,58;100,68;3,98 %;8,39 %;4,65 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2US36;Deutsche Post;25.03.2022 00:00:00;99,62;99,72;3,67 %;15,70 %;3,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URY1;Deutsche Bank;25.03.2022 00:00:00;104,14;104,29;3,65 %;30,10 %;7,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URU9;Daimler;25.03.2022 00:00:00;99,36;99,46;7,68 %;9,37 %;7,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URL8;Continental;25.03.2022 00:00:00;98,88;99,08;4,26 %;23,24 %;3,35 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URG8;Carrefour;25.03.2022 00:00:00;99,68;99,88;4,12 %;15,31 %;4,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UR78;Bechtle;25.03.2022 00:00:00;98,07;98,27;5,52 %;17,93 %;3,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UR03;BASF;25.03.2022 00:00:00;100,19;100,29;2,72 %;20,37 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQN6;Airbus;25.03.2022 00:00:00;102,01;102,11;4,71 %;20,05 %;6,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UQL0;adidas;25.03.2022 00:00:00;100,80;100,90;5,59 %;11,20 %;6,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUV1;Carl Zeiss Meditec;25.04.2022 00:00:00;98,40;98,60;5,28 %;11,97 %;4,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV56;Total;25.04.2022 00:00:00;102,63;102,73;3,86 %;22,42 %;6,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV31;Total;25.04.2022 00:00:00;101,77;101,87;1,35 %;35,35 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUZ2;Linde;25.04.2022 00:00:00;99,02;99,12;5,15 %;7,95 %;4,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUT5;Wacker Chemie;25.03.2022 00:00:00;96,90;97,10;6,92 %;22,76 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUR9;Vonovia;25.03.2022 00:00:00;99,24;99,44;2,90 %;15,67 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUN8;Vinci;25.03.2022 00:00:00;100,42;100,62;4,39 %;18,07 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUK4;Südzucker;25.03.2022 00:00:00;100,75;100,85;1,54 %;26,37 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUF4;Siemens;25.03.2022 00:00:00;99,42;99,52;5,92 %;7,81 %;5,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUA5;Sanofi;25.03.2022 00:00:00;98,63;98,73;3,14 %;12,53 %;1,90 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUB3;SAP;25.03.2022 00:00:00;98,31;98,41;3,66 %;15,65 %;2,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU99;RWE;25.03.2022 00:00:00;97,37;97,47;10,00 %;4,64 %;7,40 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UT92;K+S;25.03.2022 00:00:00;98,85;99,00;11,00 %;11,89 %;10,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU24;ProSiebenSat.1 Media;25.03.2022 00:00:00;101,14;101,34;4,13 %;32,24 %;5,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU16;ProSiebenSat.1 Media;25.03.2022 00:00:00;100,44;100,64;1,74 %;44,66 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTY7;Porsche;25.03.2022 00:00:00;101,92;102,12;0,54 %;33,61 %;2,55 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTS9;OMV;25.03.2022 00:00:00;101,91;102,11;1,00 %;34,60 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTQ3;Nokia;25.03.2022 00:00:00;100,03;100,23;6,51 %;16,58 %;6,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTN0;MünchenerRück;25.03.2022 00:00:00;101,69;101,79;2,91 %;18,63 %;4,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTJ8;Morphosys;25.03.2022 00:00:00;95,84;96,04;9,07 %;8,84 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTB5;LANXESS;25.03.2022 00:00:00;100,74;100,94;3,53 %;20,51 %;4,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT50;ING;25.03.2022 00:00:00;103,62;103,72;1,59 %;36,79 %;5,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT27;Infineon;25.03.2022 00:00:00;100,58;100,68;4,82 %;20,95 %;5,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT19;Infineon;25.03.2022 00:00:00;100,53;100,63;2,64 %;29,42 %;3,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT01;HUGO BOSS;25.03.2022 00:00:00;104,66;104,87;2,92 %;24,70 %;7,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USZ6;HUGO BOSS;25.03.2022 00:00:00;103,83;104,04;1,59 %;30,72 %;5,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USS1;HeidelbergCement;25.03.2022 00:00:00;102,16;102,26;4,61 %;17,49 %;6,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USR3;HeidelbergCement;25.03.2022 00:00:00;101,73;101,83;2,83 %;24,99 %;4,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USJ0;Fresenius;25.03.2022 00:00:00;101,47;101,57;4,30 %;12,60 %;5,85 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2USD3;Freenet;25.03.2022 00:00:00;100,22;100,32;1,45 %;24,30 %;1,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US69;Deutsche Telekom;25.03.2022 00:00:00;100,60;100,70;2,43 %;13,39 %;3,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2US10;Deutsche Börse;25.03.2022 00:00:00;99,96;100,06;5,63 %;7,82 %;5,70 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URS3;Daimler;25.03.2022 00:00:00;99,42;99,52;3,67 %;24,47 %;3,20 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URT1;Daimler;25.03.2022 00:00:00;99,42;99,52;5,47 %;16,92 %;5,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URM6;Continental;25.03.2022 00:00:00;98,63;98,83;6,47 %;14,71 %;5,30 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URK0;Commerzbank;25.03.2022 00:00:00;100,19;100,34;9,61 %;12,85 %;10,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URB9;Bilfinger;25.03.2022 00:00:00;97,84;98,04;5,04 %;24,80 %;3,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URA1;Beiersdorf;25.03.2022 00:00:00;96,44;96,54;6,48 %;1,56 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UR94;Beiersdorf;25.03.2022 00:00:00;97,07;97,17;4,65 %;6,36 %;1,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URE3;BMW;25.03.2022 00:00:00;100,92;101,02;3,80 %;16,55 %;4,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UR60;Bayer;25.03.2022 00:00:00;96,95;97,05;11,83 %;0,42 %;8,75 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UR52;Bayer;25.03.2022 00:00:00;97,76;97,86;7,92 %;10,00 %;5,75 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UR29;BASF;25.03.2022 00:00:00;100,38;100,48;7,10 %;5,89 %;7,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQZ0;BASF;25.03.2022 00:00:00;100,13;100,23;1,83 %;24,71 %;2,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQV9;AXA;25.03.2022 00:00:00;101,72;101,82;1,56 %;29,76 %;3,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQP1;Airbus;25.03.2022 00:00:00;102,27;102,37;6,40 %;14,05 %;8,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UQH8;adidas;25.03.2022 00:00:00;100,50;100,60;1,18 %;29,99 %;1,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV49;Total;25.04.2022 00:00:00;102,05;102,15;2,47 %;28,89 %;4,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUY5;Linde;25.04.2022 00:00:00;99,29;99,39;3,70 %;12,79 %;3,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUQ1;Volkswagen;25.03.2022 00:00:00;102,49;102,59;5,03 %;18,76 %;7,60 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUJ6;Societe Generale;25.03.2022 00:00:00;104,83;104,93;3,39 %;30,36 %;8,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUG2;Siemens Healthineers;25.03.2022 00:00:00;98,10;98,30;3,87 %;6,59 %;2,20 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUD9;Siemens;25.03.2022 00:00:00;99,83;99,93;2,07 %;21,63 %;2,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU40;Royal Dutch Shell;25.03.2022 00:00:00;101,60;101,70;1,38 %;33,13 %;3,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UU32;ProSiebenSat.1 Media;25.03.2022 00:00:00;101,80;102,00;6,23 %;23,77 %;8,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTX9;Philips;25.03.2022 00:00:00;99,19;99,29;4,20 %;11,08 %;3,50 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTV3;Orange;25.03.2022 00:00:00;100,22;100,32;4,08 %;11,59 %;4,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTF6;Merck;25.03.2022 00:00:00;99,08;99,18;2,90 %;15,69 %;2,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTC3;LVMH;25.03.2022 00:00:00;99,57;99,67;2,37 %;21,04 %;2,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT76;K+S;25.03.2022 00:00:00;99,37;99,52;4,02 %;39,00 %;3,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USX1;HOCHTIEF;25.03.2022 00:00:00;97,19;97,39;9,94 %;3,05 %;7,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USU7;Henkel;25.03.2022 00:00:00;97,53;97,63;5,92 %;3,10 %;3,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UST9;Henkel;25.03.2022 00:00:00;98,06;98,16;3,85 %;9,16 %;2,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USN2;Hannover Rück;25.03.2022 00:00:00;100,93;101,13;1,92 %;23,34 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USG6;Fresenius;25.03.2022 00:00:00;101,01;101,11;1,00 %;26,47 %;2,05 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2USF8;Freenet;25.03.2022 00:00:00;100,17;100,27;5,57 %;10,79 %;5,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USE1;Freenet;25.03.2022 00:00:00;100,21;100,31;3,25 %;17,55 %;3,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USA9;E.ON;25.03.2022 00:00:00;99,28;99,38;4,26 %;12,63 %;3,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US51;Deutsche Telekom;25.03.2022 00:00:00;100,55;100,65;1,23 %;18,39 %;1,85 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2US44;Deutsche Post;25.03.2022 00:00:00;99,55;99,65;5,89 %;8,57 %;5,55 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US02;Deutsche Börse;25.03.2022 00:00:00;100,04;100,14;3,51 %;15,19 %;3,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URZ8;Deutsche Börse;25.03.2022 00:00:00;100,02;100,12;1,89 %;22,57 %;2,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URW5;Deutsche Bank;25.03.2022 00:00:00;101,79;101,94;0,52 %;52,13 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URV7;Danone;25.03.2022 00:00:00;101,67;101,87;0,24 %;24,93 %;2,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URR5;Covestro;25.03.2022 00:00:00;101,53;101,73;5,76 %;14,92 %;7,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URQ7;Covestro;25.03.2022 00:00:00;101,31;101,51;3,38 %;23,10 %;4,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URP9;Covestro;25.03.2022 00:00:00;101,09;101,29;1,52 %;31,28 %;2,75 %;EUR;;;ESG (nachhaltig)
