Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit
Index-Anleihe;DE000LB2UVE5;EURO STOXX 50®;25.03.2022 00:00:00;99,33;99,43;5,55 %;3,75 %;5,00 %;EUR;;;Basic (nicht nachhaltig)
Index-Anleihe;DE000LB2UV98;DAX®;25.03.2022 00:00:00;99,29;99,39;3,69 %;9,33 %;3,10 %;EUR;;;Basic (nicht nachhaltig)
Index-Anleihe;DE000LB2UV72;DAX®;25.03.2022 00:00:00;99,40;99,50;2,28 %;16,58 %;1,80 %;EUR;;;Basic (nicht nachhaltig)
Index-Anleihe;DE000LB2UVA3;DAX®;25.03.2022 00:00:00;99,23;99,33;4,55 %;5,70 %;3,90 %;EUR;;;Basic (nicht nachhaltig)
Index-Anleihe;DE000LB2UVC9;EURO STOXX 50®;25.03.2022 00:00:00;99,58;99,68;2,31 %;17,50 %;2,00 %;EUR;;;Basic (nicht nachhaltig)
Index-Anleihe;DE000LB2UVB1;DAX®;25.03.2022 00:00:00;98,82;98,92;5,56 %;2,08 %;4,50 %;EUR;;;Basic (nicht nachhaltig)
Index-Anleihe;DE000LB2UVD7;EURO STOXX 50®;25.03.2022 00:00:00;99,49;99,59;3,69 %;10,63 %;3,30 %;EUR;;;Basic (nicht nachhaltig)
Index-Anleihe;DE000LB2UV80;DAX®;25.03.2022 00:00:00;99,35;99,45;2,93 %;12,96 %;2,40 %;EUR;;;Basic (nicht nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LD59;Volkswagen;23.04.2027 00:00:00;998,53;1.010,66;2,51 %;34,37 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LD18;AXA;23.04.2027 00:00:00;996,34;1.008,44;2,96 %;29,56 %;4,30 %;EUR;;;ESG (nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LD34;Bayer;23.04.2027 00:00:00;957,04;968,66;6,78 %;18,00 %;4,50 %;EUR;;;Basic (nicht nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LL26;SAP;23.04.2027 00:00:00;;;;19,10 %;2,80 %;EUR;;;ESG (nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LL18;MSCI EMU SRI Select 30 Decrement 3,5% Index;23.04.2027 00:00:00;;;;30,39 %;2,50 %;EUR;;;ESG (nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKU3;EURO STOXX 50®;23.04.2027 00:00:00;;;;38,85 %;1,50 %;EUR;;;Basic (nicht nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKQ1;Deutsche Telekom;23.04.2027 00:00:00;;;;26,35 %;3,00 %;EUR;;;Basic (nicht nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKH0;adidas;23.04.2027 00:00:00;;;;25,05 %;3,00 %;EUR;;;ESG (nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKL2;BASF;23.04.2027 00:00:00;;;;23,15 %;3,50 %;EUR;;;ESG (nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKZ2;EURO STOXX 50®;23.04.2027 00:00:00;;;;20,51 %;3,00 %;EUR;x;;Basic (nicht nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKW9;EURO STOXX 50®;23.04.2027 00:00:00;;;;28,66 %;2,20 %;EUR;;;Basic (nicht nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKN8;Daimler;23.04.2027 00:00:00;;;;30,45 %;5,20 %;EUR;;;Basic (nicht nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LL34;Siemens;23.04.2027 00:00:00;;;;23,28 %;3,00 %;EUR;;;ESG (nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LL00;Infineon;23.04.2027 00:00:00;;;;36,19 %;3,40 %;EUR;;;ESG (nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKX7;EURO STOXX 50®;23.04.2027 00:00:00;;;;28,66 %;2,20 %;EUR;x;;Basic (nicht nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKT5;EURO STOXX 50®;23.04.2027 00:00:00;;;;49,04 %;1,10 %;EUR;x;;Basic (nicht nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKV1;EURO STOXX 50®;23.04.2027 00:00:00;;;;38,85 %;1,50 %;EUR;x;;Basic (nicht nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKR9;E.ON;23.04.2027 00:00:00;;;;24,14 %;3,60 %;EUR;;;ESG (nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKS7;EURO STOXX 50®;23.04.2027 00:00:00;;;;49,04 %;1,10 %;EUR;;;Basic (nicht nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKM0;Bayer;23.04.2027 00:00:00;;;;17,54 %;5,60 %;EUR;;;Basic (nicht nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKJ6;Allianz;23.04.2027 00:00:00;;;;24,76 %;4,00 %;EUR;;;ESG (nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LL42;Total;23.04.2027 00:00:00;;;;34,05 %;3,50 %;EUR;;;ESG (nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKY5;EURO STOXX 50®;23.04.2027 00:00:00;;;;20,51 %;3,00 %;EUR;;;Basic (nicht nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKP3;Deutsche Post;23.04.2027 00:00:00;;;;23,62 %;3,00 %;EUR;;;ESG (nachhaltig)
Memory-Express-Zertifikat plus;DE000LB2LKK4;AXA;23.04.2027 00:00:00;;;;41,51 %;3,00 %;EUR;;;ESG (nachhaltig)
Performance-Deep-Express-Zertifikat;DE000LB2LDS2;Total;30.03.2027 00:00:00;1.011,21;1.023,49;1,96 %;28,66 %;4,50 %;EUR;;;ESG (nachhaltig)
Performance-Deep-Express-Zertifikat;DE000LB2LDN3;MSCI EMU SRI Select 30 Decrement 3,5% Index;30.03.2027 00:00:00;961,80;976,45;5,78 %;23,66 %;3,70 %;EUR;;;ESG (nachhaltig)
Performance-Deep-Express-Zertifikat;DE000LB2LDQ6;AXA;30.03.2027 00:00:00;1.025,00;1.037,45;2,03 %;34,26 %;6,00 %;EUR;;;ESG (nachhaltig)
Performance-Deep-Express-Zertifikat;DE000LB2LDP8;Allianz;30.03.2027 00:00:00;987,05;999,04;3,12 %;25,30 %;3,25 %;EUR;;;ESG (nachhaltig)
Performance-Deep-Express-Zertifikat;DE000LB2LDR4;Deutsche Telekom;30.03.2027 00:00:00;1.000,77;1.012,93;1,57 %;25,62 %;3,00 %;EUR;;;Basic (nicht nachhaltig)
Safe-Anleihe mit Cap;DE000LB2U801;Deutsche Telekom;26.06.2026 00:00:00;99,56;99,76;6,57 %;;;EUR;;;Basic (nicht nachhaltig)
Safe-Anleihe mit Cap;DE000LB2U7Y8;EURO STOXX 50®;23.06.2028 00:00:00;99,88;100,08;1,55 %;;;EUR;;;Basic (nicht nachhaltig)
Safe-Anleihe mit Cap;DE000LB2U7X0;MSCI EMU SRI Select 30 Decrement 3,5% Index;26.06.2026 00:00:00;99,66;100,06;2,14 %;;;EUR;;;ESG (nachhaltig)
Safe-Anleihe mit Cap;DE000LB2U7W2;EURO STOXX® Select Dividend 30;27.02.2026 00:00:00;100,33;100,53;2,18 %;;;EUR;;;Basic (nicht nachhaltig)
Safe-Anleihe mit Cap;DE000LB2U7Z5;AXA;26.06.2026 00:00:00;100,54;100,94;3,30 %;;;EUR;;;ESG (nachhaltig)
Safe-Anleihe mit Cap;DE000LB2UNP8;MSCI EMU SRI Select 30 Decrement 3,5% Index;23.06.2028 00:00:00;99,30;100,91;2,39 %;;;EUR;;;ESG (nachhaltig)
Safe-Anleihe mit Cap;DE000LB2UNN3;EURO STOXX 50®;23.06.2028 00:00:00;100,11;100,92;1,31 %;;;EUR;;;Basic (nicht nachhaltig)
Safe-Anleihe mit Cap;DE000LB2UNM5;EURO STOXX® Select Dividend 30;26.06.2026 00:00:00;100,78;101,18;2,43 %;;;EUR;;;Basic (nicht nachhaltig)
