Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit
Capped-Bonus-Zertifikat;DE000LB2LB44;Merck;27.01.2023 00:00:00;135,73;136,42;6,89 %;27,91 %;;EUR;;;ESG (nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LA37;Continental;27.01.2023 00:00:00;117,65;118,60;4,91 %;51,22 %;;EUR;;;Basic (nicht nachhaltig)
Capped-Bonus-Zertifikat;DE000LB2LBW8;thyssenkrupp;24.02.2023 00:00:00;9,45;9,50;5,15 %;68,18 %;;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LD26;Bayer;23.04.2027 00:00:00;953,13;964,71;8,22 %;34,40 %;5,70 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LD42;Volkswagen;23.04.2027 00:00:00;1.000,90;1.013,06;3,66 %;48,43 %;5,60 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LD00;Allianz;23.04.2027 00:00:00;991,74;1.003,79;3,11 %;35,26 %;4,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LDD4;Fresenius;26.02.2027 00:00:00;977,53;989,40;5,85 %;28,61 %;4,70 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LDB8;Deutsche Telekom;26.02.2027 00:00:00;1.001,08;1.013,24;3,40 %;30,87 %;4,75 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LDA0;AXA;26.02.2027 00:00:00;1.001,76;1.013,93;7,05 %;35,75 %;8,50 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LDC6;E.ON;26.02.2027 00:00:00;957,99;969,63;9,37 %;27,57 %;6,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLN6;Royal Dutch Shell;23.04.2027 00:00:00;982,19;994,12;5,79 %;46,10 %;6,10 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLR7;Volkswagen;23.04.2027 00:00:00;999,54;1.011,68;5,39 %;43,42 %;7,50 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLD7;EURO STOXX 50®;23.04.2027 00:00:00;981,16;991,07;2,35 %;59,01 %;1,80 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLE5;EURO STOXX 50®;23.04.2027 00:00:00;978,69;988,58;2,83 %;48,76 %;2,10 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLM8;MSCI EMU SRI Select 30 Decrement 3,5% Index;23.04.2027 00:00:00;971,03;985,82;3,86 %;44,11 %;3,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LL91;Daimler;23.04.2027 00:00:00;987,87;999,87;5,18 %;50,94 %;6,00 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLH8;EURO STOXX 50®;23.04.2027 00:00:00;977,74;987,62;3,27 %;43,64 %;2,50 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLP1;SAP;23.04.2027 00:00:00;961,36;973,04;5,22 %;36,31 %;3,20 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLQ9;Siemens;23.04.2027 00:00:00;972,04;983,85;4,74 %;38,89 %;3,80 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLL0;Fresenius;23.04.2027 00:00:00;987,68;999,68;3,48 %;38,60 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLJ4;EURO STOXX 50®;23.04.2027 00:00:00;986,76;996,73;2,88 %;38,52 %;3,00 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLG0;EURO STOXX 50®;23.04.2027 00:00:00;977,75;987,63;3,26 %;43,64 %;2,50 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLC9;EURO STOXX 50®;23.04.2027 00:00:00;985,32;995,27;1,37 %;69,26 %;1,10 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLB1;Deutsche Telekom;23.04.2027 00:00:00;1.000,86;1.013,02;2,30 %;40,98 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLA3;Deutsche Post;23.04.2027 00:00:00;969,44;981,21;5,25 %;37,17 %;4,10 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LL75;Bayer;23.04.2027 00:00:00;959,49;971,14;7,87 %;40,14 %;6,00 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LL59;Allianz;23.04.2027 00:00:00;989,39;1.001,41;4,18 %;40,25 %;5,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLK2;EURO STOXX 50®;23.04.2027 00:00:00;986,76;996,73;2,88 %;38,52 %;3,00 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LLF2;EURO STOXX 50®;23.04.2027 00:00:00;978,69;988,58;2,83 %;48,76 %;2,10 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat;DE000LB2LL67;BASF;23.04.2027 00:00:00;982,66;994,60;4,11 %;40,06 %;4,20 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2L834;Daimler;23.04.2027 00:00:00;995,63;1.007,72;2,76 %;50,79 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2L875;Volkswagen;23.04.2027 00:00:00;999,41;1.011,55;2,60 %;43,75 %;4,20 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2L818;Allianz;23.04.2027 00:00:00;992,64;1.004,70;2,77 %;32,48 %;3,70 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2L842;Deutsche Post;23.04.2027 00:00:00;978,13;990,01;3,92 %;29,15 %;3,50 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2L859;EURO STOXX 50®;23.04.2027 00:00:00;991,85;1.001,87;0,70 %;50,63 %;1,00 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2L867;EURO STOXX 50®;23.04.2027 00:00:00;994,07;1.004,11;1,37 %;35,82 %;2,00 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2L826;Covestro;23.04.2027 00:00:00;988,56;1.008,73;2,93 %;36,94 %;4,30 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMG8;EURO STOXX 50®;23.04.2027 00:00:00;985,20;995,15;2,29 %;34,06 %;2,15 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LM82;Allianz;23.04.2027 00:00:00;990,86;1.002,89;3,62 %;30,54 %;4,50 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMP9;Volkswagen;23.04.2027 00:00:00;999,09;1.011,22;3,73 %;35,80 %;5,50 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMN4;Siemens;23.04.2027 00:00:00;988,78;1.000,79;2,52 %;29,11 %;3,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMM6;SAP;23.04.2027 00:00:00;989,29;1.001,31;2,47 %;24,39 %;3,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMH6;EURO STOXX 50®;23.04.2027 00:00:00;984,74;994,69;2,80 %;28,99 %;2,70 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMJ2;EURO STOXX 50®;23.04.2027 00:00:00;984,85;994,80;3,27 %;23,91 %;3,25 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMK0;MSCI EMU SRI Select 30 Decrement 3,5% Index;23.04.2027 00:00:00;981,01;995,95;2,09 %;40,26 %;2,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMF0;EURO STOXX 50®;23.04.2027 00:00:00;985,34;995,29;1,93 %;39,13 %;1,75 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMC7;Daimler;23.04.2027 00:00:00;994,46;1.006,54;3,72 %;40,85 %;5,00 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LML8;MSCI EMU SRI Select 30 Decrement 3,5% Index;23.04.2027 00:00:00;980,92;995,86;3,22 %;30,30 %;3,30 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LME3;EURO STOXX 50®;23.04.2027 00:00:00;986,51;996,47;1,39 %;49,28 %;1,25 %;EUR;x;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMD5;Deutsche Post;23.04.2027 00:00:00;987,03;999,02;2,85 %;29,37 %;3,20 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMA1;BASF;23.04.2027 00:00:00;989,30;1.001,32;2,47 %;34,45 %;3,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LMB9;Bayer;23.04.2027 00:00:00;968,99;980,76;5,47 %;30,83 %;4,30 %;EUR;;;Basic (nicht nachhaltig)
Deep-Express-Zertifikat plus;DE000LB2LM90;AXA;23.04.2027 00:00:00;998,03;1.010,15;4,25 %;37,33 %;6,00 %;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2KZ13;EURO STOXX 50®;24.03.2023 00:00:00;25,97;26,00;1,84 %;25,75 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2KYZ5;EURO STOXX 50®;24.03.2023 00:00:00;24,31;24,33;1,32 %;31,25 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2KZ21;EURO STOXX 50®;24.03.2023 00:00:00;26,78;26,81;2,12 %;23,00 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2KZ39;EURO STOXX 50®;24.03.2023 00:00:00;27,56;27,59;2,44 %;20,25 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2KZ05;EURO STOXX 50®;24.03.2023 00:00:00;25,15;25,18;1,56 %;28,50 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPH9;DAX®;24.06.2022 00:00:00;101,43;101,53;2,58 %;23,84 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPM9;EURO STOXX 50®;24.06.2022 00:00:00;26,48;26,51;2,82 %;24,38 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPJ5;DAX®;24.06.2022 00:00:00;105,59;105,70;3,07 %;20,21 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPK3;DAX®;24.06.2022 00:00:00;109,60;109,71;3,63 %;16,58 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPN7;EURO STOXX 50®;24.06.2022 00:00:00;28,49;28,52;3,91 %;17,50 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPL1;EURO STOXX 50®;24.06.2022 00:00:00;24,35;24,37;1,95 %;31,25 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LQ05;EURO STOXX 50®;23.06.2023 00:00:00;29,36;29,39;3,74 %;12,00 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPY4;EURO STOXX 50®;23.06.2023 00:00:00;28,02;28,05;2,94 %;17,50 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPZ1;EURO STOXX 50®;23.06.2023 00:00:00;28,71;28,74;3,32 %;14,75 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LPX6;EURO STOXX 50®;23.06.2023 00:00:00;27,29;27,32;2,61 %;20,25 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LQT2;Bayer;27.12.2021 00:00:00;43,45;43,49;15,45 %;2,23 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LXS0;thyssenkrupp;25.03.2022 00:00:00;7,11;7,13;11,35 %;28,28 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXR2;thyssenkrupp;25.03.2022 00:00:00;6,04;6,06;6,76 %;41,73 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXQ4;Siemens;25.03.2022 00:00:00;113,66;113,77;9,19 %;2,33 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXF7;Wacker Chemie;28.01.2022 00:00:00;75,24;75,43;6,62 %;25,62 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LXE0;Vonovia;28.01.2022 00:00:00;46,87;46,92;7,17 %;5,20 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXD2;Vonovia;28.01.2022 00:00:00;43,65;43,69;3,27 %;14,68 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXB6;Volkswagen;28.01.2022 00:00:00;125,77;125,90;3,55 %;24,86 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LXA8;Volkswagen;28.01.2022 00:00:00;117,78;117,90;1,94 %;30,64 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LX97;Vivendi;28.01.2022 00:00:00;22,98;23,00;0,00 %;19,52 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LX63;Vinci;28.01.2022 00:00:00;67,00;67,07;4,77 %;18,53 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LX14;UniCredit;28.01.2022 00:00:00;6,73;6,77;8,56 %;14,30 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LX06;UniCredit;28.01.2022 00:00:00;6,15;6,19;5,47 %;23,69 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWY0;Total;28.01.2022 00:00:00;26,83;26,86;2,60 %;28,39 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWZ7;Total;28.01.2022 00:00:00;28,80;28,83;4,43 %;21,89 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWQ6;Societe Generale;28.01.2022 00:00:00;12,27;12,29;1,86 %;39,28 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWR4;Societe Generale;28.01.2022 00:00:00;13,96;13,98;4,06 %;29,56 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWP8;Siemens Healthineers;28.01.2022 00:00:00;42,44;42,53;5,06 %;2,90 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LWL7;SAP;28.01.2022 00:00:00;91,39;91,48;10,19 %;2,02 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWM5;Schneider Electric;28.01.2022 00:00:00;97,30;97,40;2,91 %;18,73 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWJ1;SAP;28.01.2022 00:00:00;85,73;85,82;5,32 %;11,82 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWH5;Sanofi;28.01.2022 00:00:00;68,46;68,53;7,13 %;4,00 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LWC6;Saint-Gobain;28.01.2022 00:00:00;31,84;31,87;2,16 %;26,34 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWD4;Saint-Gobain;28.01.2022 00:00:00;34,26;34,29;3,85 %;19,54 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVD6;Morphosys;28.01.2022 00:00:00;65,54;65,67;7,20 %;16,07 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWA0;RWE;28.01.2022 00:00:00;25,65;25,68;7,75 %;12,25 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LW80;Royal Dutch Shell;28.01.2022 00:00:00;12,93;12,95;4,64 %;20,21 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LW98;RWE;28.01.2022 00:00:00;23,65;23,67;3,83 %;21,83 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LW72;Royal Dutch Shell;28.01.2022 00:00:00;12,16;12,18;2,87 %;26,12 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LW56;Repsol;28.01.2022 00:00:00;6,97;7,01;3,74 %;29,82 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LW23;ProSiebenSat.1 Media;28.01.2022 00:00:00;12,14;12,18;7,36 %;23,44 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVZ9;Porsche;28.01.2022 00:00:00;48,80;48,90;2,45 %;24,68 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LVY2;Porsche;28.01.2022 00:00:00;46,33;46,42;1,36 %;29,20 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LVX4;Philips;28.01.2022 00:00:00;40,74;40,78;8,63 %;2,00 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LVW6;Philips;28.01.2022 00:00:00;39,30;39,34;6,00 %;7,57 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LVV8;Philips;28.01.2022 00:00:00;37,63;37,67;3,85 %;13,14 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LVT2;Orange;28.01.2022 00:00:00;8,00;8,02;3,81 %;14,10 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVS4;Orange;28.01.2022 00:00:00;7,64;7,66;1,99 %;19,27 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVQ8;OMV;28.01.2022 00:00:00;26,09;26,12;1,59 %;32,91 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVP0;Nokia;28.01.2022 00:00:00;2,69;2,72;11,27 %;9,35 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVR6;OMV;28.01.2022 00:00:00;29,04;29,07;3,49 %;24,05 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVH7;MTU Aero Engines;28.01.2022 00:00:00;153,46;153,77;7,98 %;16,24 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVE4;Morphosys;28.01.2022 00:00:00;71,59;71,73;12,62 %;4,08 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTL3;Deutsche Telekom;28.01.2022 00:00:00;12,69;12,71;2,49 %;13,51 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LTG3;Deutsche Post;28.01.2022 00:00:00;32,90;32,93;3,55 %;17,19 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTH1;Deutsche Post;28.01.2022 00:00:00;34,32;34,35;5,24 %;12,32 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTE8;Deutsche Lufthansa;28.01.2022 00:00:00;7,17;7,19;4,71 %;38,95 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LTF5;Deutsche Lufthansa;28.01.2022 00:00:00;8,34;8,36;8,37 %;26,74 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LTC2;Deutsche Börse;28.01.2022 00:00:00;114,89;115,01;4,74 %;11,67 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTA6;Deutsche Börse;28.01.2022 00:00:00;103,39;103,49;1,59 %;22,71 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTB4;Deutsche Börse;28.01.2022 00:00:00;111,31;111,42;3,51 %;15,35 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LT77;Deutsche Bank;28.01.2022 00:00:00;6,31;6,34;2,75 %;36,36 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LT51;Delivery Hero;28.01.2022 00:00:00;87,14;87,31;22,26 %;0,66 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LT44;Delivery Hero;28.01.2022 00:00:00;81,98;82,14;17,17 %;10,12 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LT02;DAX®;28.01.2022 00:00:00;112,62;112,73;2,20 %;16,58 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSY8;Danone;28.01.2022 00:00:00;46,12;46,17;1,96 %;16,64 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSW2;Daimler;28.01.2022 00:00:00;52,82;52,87;6,47 %;15,47 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSX0;Daimler;28.01.2022 00:00:00;55,46;55,52;8,82 %;9,43 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSU6;Daimler;28.01.2022 00:00:00;48,30;48,35;3,72 %;24,53 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSS0;Covestro;28.01.2022 00:00:00;48,73;48,78;7,21 %;13,28 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSR2;Covestro;28.01.2022 00:00:00;45,32;45,37;3,92 %;21,61 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSQ4;Covestro;28.01.2022 00:00:00;41,38;41,42;1,53 %;29,95 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSL5;Continental;28.01.2022 00:00:00;86,91;87,00;3,76 %;24,31 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LSG5;Carrefour;28.01.2022 00:00:00;11,73;11,77;4,45 %;15,05 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSF7;Carl Zeiss Meditec;28.01.2022 00:00:00;109,60;109,82;10,14 %;3,46 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSE0;Carl Zeiss Meditec;28.01.2022 00:00:00;103,62;103,83;6,49 %;11,50 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSD2;Carl Zeiss Meditec;28.01.2022 00:00:00;100,20;100,40;5,00 %;15,53 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSB6;BNP Paribas;28.01.2022 00:00:00;32,28;32,31;2,33 %;32,97 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSC4;BNP Paribas;28.01.2022 00:00:00;36,37;36,41;4,77 %;22,82 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LS94;BMW;28.01.2022 00:00:00;57,66;57,72;4,31 %;16,08 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LSA8;BMW;28.01.2022 00:00:00;61,06;61,12;6,94 %;9,09 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LS60;Beiersdorf;28.01.2022 00:00:00;75,28;75,36;6,73 %;2,32 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LS52;Bechtle;28.01.2022 00:00:00;122,58;122,83;6,38 %;16,83 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LS29;Bayer;28.01.2022 00:00:00;39,94;39,98;6,89 %;15,20 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LS03;BASF;28.01.2022 00:00:00;59,51;59,57;9,97 %;4,03 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LS11;Bayer;28.01.2022 00:00:00;38,24;38,28;4,91 %;20,19 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LS45;Bayer;28.01.2022 00:00:00;42,79;42,83;11,94 %;5,23 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LXN1;Siemens;25.03.2022 00:00:00;104,78;104,88;4,55 %;14,05 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LXH3;Wacker Chemie;28.01.2022 00:00:00;90,97;91,20;16,59 %;2,37 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LX89;Vivendi;28.01.2022 00:00:00;20,98;21,00;0,00 %;26,52 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LX30;United Internet;28.01.2022 00:00:00;30,06;30,12;6,82 %;12,28 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LX22;United Internet;28.01.2022 00:00:00;27,93;27,99;3,94 %;20,50 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LWU8;Telefonica;28.01.2022 00:00:00;2,59;2,61;5,86 %;21,92 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWT0;Südzucker;28.01.2022 00:00:00;10,55;10,59;4,23 %;15,58 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LWG7;Sanofi;28.01.2022 00:00:00;66,77;66,84;5,16 %;7,94 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LVC8;Merck;28.01.2022 00:00:00;118,16;118,28;6,21 %;7,10 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LW31;ProSiebenSat.1 Media;28.01.2022 00:00:00;13,13;13,17;11,05 %;14,61 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVU0;Orange;28.01.2022 00:00:00;8,28;8,30;5,92 %;9,44 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVL9;MünchenerRück;28.01.2022 00:00:00;200,70;200,90;4,95 %;13,58 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVM7;Nokia;28.01.2022 00:00:00;2,39;2,42;3,61 %;24,46 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LVF1;Morphosys;28.01.2022 00:00:00;76,16;76,31;10,16 %;-7,91 %;;EUR;;;ESG (nachhaltig)
Discount-Zertifikat;DE000LB2LTK5;Deutsche Telekom;28.01.2022 00:00:00;12,32;12,34;1,41 %;16,83 %;;EUR;;;Basic (nicht nachhaltig)
Discount-Zertifikat;DE000LB2LT93;Deutsche Bank;28.01.2022 00:00:00;7,52;7,55;6,51 %;21,68 %;;EUR;;;ESG (nachhaltig)
