Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit,,,,,,
Bonus-Zertifikat;DE000LB2LP55;Volkswagen;28.03.2025 00:00:00;177,55;178,45;2,84 %;41,97 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LNX1;Royal Dutch Shell;28.03.2025 00:00:00;17,13;17,22;6,20 %;35,88 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LNB7;Covestro;28.03.2025 00:00:00;62,79;63,30;2,32 %;41,07 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LN24;BASF;28.03.2025 00:00:00;68,27;68,62;0,49 %;50,37 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LP71;Total;28.04.2025 00:00:00;37,81;38,01;3,24 %;54,17 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LNY9;Sanofi;28.03.2025 00:00:00;75,83;76,22;2,71 %;38,57 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LNG6;Deutsche Post;28.03.2025 00:00:00;42,07;42,29;1,54 %;39,74 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LN40;Bayer;28.03.2025 00:00:00;51,62;51,88;1,89 %;43,39 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LN08;AXA;28.03.2025 00:00:00;21,17;21,28;3,00 %;51,20 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LP22;Siemens;28.03.2025 00:00:00;133,62;134,30;4,39 %;31,19 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LNN2;Fresenius;28.03.2025 00:00:00;35,52;35,70;3,21 %;23,44 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LNK8;Deutsche Telekom;28.03.2025 00:00:00;14,93;15,01;1,97 %;43,26 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LN73;BMW;28.03.2025 00:00:00;71,86;72,23;1,90 %;40,15 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LN81;BMW;28.03.2025 00:00:00;71,90;72,27;3,61 %;34,65 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LMZ8;AXA;28.03.2025 00:00:00;20,73;20,84;1,34 %;57,24 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LP48;Volkswagen;28.03.2025 00:00:00;175,75;176,64;-0,94 %;50,42 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LP30;Siemens;28.03.2025 00:00:00;133,84;134,52;6,22 %;26,61 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LNZ6;Sanofi;28.03.2025 00:00:00;75,48;75,86;4,57 %;32,04 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LNW3;Royal Dutch Shell;28.03.2025 00:00:00;17,03;17,12;2,59 %;44,12 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LNU7;MünchenerRück;28.03.2025 00:00:00;249,34;250,60;5,77 %;33,79 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LNP7;Fresenius;28.03.2025 00:00:00;35,49;35,67;4,81 %;19,27 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LNQ5;HeidelbergCement;28.03.2025 00:00:00;68,12;68,47;-0,35 %;36,93 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LNJ0;Deutsche Post;28.03.2025 00:00:00;41,98;42,20;5,36 %;28,20 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LNE1;Daimler;28.03.2025 00:00:00;67,47;67,81;2,67 %;45,57 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LN65;Bayer;28.03.2025 00:00:00;51,84;52,11;6,75 %;31,87 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LMW5;Allianz;28.03.2025 00:00:00;202,60;203,62;0,76 %;52,36 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LP89;Total;28.04.2025 00:00:00;38,16;38,36;6,17 %;45,41 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LP63;Volkswagen;28.03.2025 00:00:00;179,15;180,06;6,19 %;35,21 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LP14;Siemens;28.03.2025 00:00:00;133,36;134,04;1,43 %;40,37 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LP06;Sanofi;28.03.2025 00:00:00;75,68;76,07;6,94 %;25,50 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LNS1;MünchenerRück;28.03.2025 00:00:00;243,37;244,60;0,04 %;49,84 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LND3;Daimler;28.03.2025 00:00:00;66,74;67,08;-0,40 %;53,91 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LMY1;Allianz;28.03.2025 00:00:00;208,46;209,51;6,03 %;35,34 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LNL6;Deutsche Telekom;28.03.2025 00:00:00;14,95;15,03;4,17 %;36,58 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LN99;BMW;28.03.2025 00:00:00;72,26;72,63;5,40 %;30,52 %;;EUR;;;ESG (nachhaltig),,
Bonus-Zertifikat;DE000LB2LMS3;EURO STOXX 50®;22.01.2027 00:00:00;36,74;36,93;1,15 %;46,21 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LMT1;EURO STOXX 50®;22.01.2027 00:00:00;36,89;37,08;2,14 %;40,83 %;;EUR;;;Basic (nicht nachhaltig),,
Bonus-Zertifikat;DE000LB2LMU9;EURO STOXX 50®;22.01.2027 00:00:00;37,05;37,24;3,26 %;35,45 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAB4;Deutsche Bank;27.01.2023 00:00:00;9,61;9,66;7,81 %;45,22 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9P3;AXA;27.01.2023 00:00:00;20,40;20,51;3,99 %;48,86 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBC0;Porsche;27.01.2023 00:00:00;60,43;60,74;1,51 %;53,27 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAP4;Fresenius;27.01.2023 00:00:00;36,04;36,23;13,98 %;19,29 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAF5;Deutsche Post;27.01.2023 00:00:00;41,33;41,54;2,57 %;48,22 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAD0;Deutsche Börse;27.01.2023 00:00:00;135,08;135,76;9,00 %;26,44 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAC2;Deutsche Börse;27.01.2023 00:00:00;136,97;137,66;4,60 %;41,15 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LA60;Covestro;27.01.2023 00:00:00;56,78;57,24;6,03 %;44,82 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9Z2;BMW;27.01.2023 00:00:00;71,59;71,95;2,56 %;51,14 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9R9;BASF;27.01.2023 00:00:00;67,75;68,10;3,34 %;45,31 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9M0;Allianz;27.01.2023 00:00:00;204,12;205,15;6,18 %;34,27 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9G2;adidas;27.01.2023 00:00:00;289,02;290,48;3,47 %;48,58 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9D9;DAX®;27.01.2023 00:00:00;139,18;139,88;4,09 %;28,24 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBY4;Total;24.02.2023 00:00:00;36,66;36,85;7,58 %;42,93 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBT4;Wacker Chemie;27.01.2023 00:00:00;110,25;110,81;10,91 %;45,75 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBS6;Vonovia;27.01.2023 00:00:00;55,99;56,45;4,60 %;38,71 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBR8;Volkswagen;27.01.2023 00:00:00;160,13;160,94;4,49 %;49,38 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBJ5;SAP;27.01.2023 00:00:00;103,00;103,52;3,73 %;41,57 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBH9;Sanofi;27.01.2023 00:00:00;76,92;77,31;5,10 %;32,04 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBA4;Orange;27.01.2023 00:00:00;9,60;9,65;7,36 %;32,39 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LB69;MünchenerRück;27.01.2023 00:00:00;244,22;245,45;3,07 %;47,77 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LB10;Linde;27.01.2023 00:00:00;215,85;216,94;4,28 %;37,89 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LB02;LANXESS;27.01.2023 00:00:00;62,70;63,02;5,66 %;42,36 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAV2;HUGO BOSS;27.01.2023 00:00:00;28,78;28,93;2,10 %;56,62 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAT6;HeidelbergCement;27.01.2023 00:00:00;67,33;67,67;8,10 %;36,31 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAQ2;Fresenius M.C.;27.01.2023 00:00:00;61,38;61,69;10,79 %;27,47 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAJ7;Deutsche Telekom;27.01.2023 00:00:00;15,01;15,09;8,08 %;25,11 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAE8;Deutsche Lufthansa;27.01.2023 00:00:00;11,32;11,38;7,23 %;58,68 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAA6;Deutsche Bank;27.01.2023 00:00:00;9,51;9,56;5,04 %;55,70 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LA86;Daimler;27.01.2023 00:00:00;60,99;61,30;4,36 %;49,33 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9X7;Beiersdorf;27.01.2023 00:00:00;86,58;87,02;7,56 %;22,49 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9W9;Bayer;27.01.2023 00:00:00;52,23;52,50;13,29 %;30,02 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9U3;Bayer;27.01.2023 00:00:00;52,63;52,90;4,56 %;49,77 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9L2;Allianz;27.01.2023 00:00:00;204,92;205,95;3,52 %;44,01 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBF3;RWE;27.01.2023 00:00:00;32,57;32,74;12,52 %;31,56 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAX8;Infineon;27.01.2023 00:00:00;33,59;33,76;7,13 %;43,54 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAS8;HeidelbergCement;27.01.2023 00:00:00;67,17;67,51;3,81 %;50,22 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAK5;E.ON;27.01.2023 00:00:00;8,98;9,03;5,50 %;37,85 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAH1;Deutsche Telekom;27.01.2023 00:00:00;15,14;15,22;4,33 %;34,47 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LB85;Nokia;27.01.2023 00:00:00;3,19;3,24;4,91 %;50,80 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAG3;Deutsche Post;27.01.2023 00:00:00;41,53;41,74;6,42 %;34,57 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LA78;Daimler;27.01.2023 00:00:00;59,59;59,89;2,69 %;57,82 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LA29;Commerzbank;27.01.2023 00:00:00;5,58;5,63;9,55 %;48,28 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LA11;Carl Zeiss Meditec;27.01.2023 00:00:00;111,88;112,45;3,47 %;48,41 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9S7;BASF;27.01.2023 00:00:00;68,02;68,37;6,07 %;35,95 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9N8;Allianz;27.01.2023 00:00:00;203,20;204,23;8,83 %;26,97 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9H0;adidas;27.01.2023 00:00:00;288,57;290,03;8,69 %;31,44 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9F4;EURO STOXX 50®;27.01.2023 00:00:00;36,29;36,48;4,95 %;27,42 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9E7;EURO STOXX 50®;27.01.2023 00:00:00;36,16;36,35;3,06 %;38,17 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBQ0;Volkswagen;27.01.2023 00:00:00;154,86;155,64;2,12 %;57,82 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBP2;United Internet;27.01.2023 00:00:00;36,62;36,81;5,82 %;42,66 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAW0;Infineon;27.01.2023 00:00:00;32,77;32,94;3,23 %;55,84 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAU4;Henkel;27.01.2023 00:00:00;84,19;84,62;6,84 %;23,13 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAN9;Fresenius;27.01.2023 00:00:00;37,59;37,78;7,28 %;34,60 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LA52;Covestro;27.01.2023 00:00:00;55,32;55,77;2,63 %;56,76 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LA45;Continental;27.01.2023 00:00:00;116,20;117,14;8,97 %;38,21 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9Y5;Beiersdorf;27.01.2023 00:00:00;85,79;86,23;9,77 %;16,53 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9T5;BASF;27.01.2023 00:00:00;68,39;68,74;8,63 %;29,48 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9Q1;AXA;27.01.2023 00:00:00;20,62;20,73;8,22 %;34,91 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9K4;Airbus;27.01.2023 00:00:00;92,26;92,73;7,80 %;44,61 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9C1;DAX®;27.01.2023 00:00:00;139,13;139,83;2,66 %;38,19 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBX6;Total;24.02.2023 00:00:00;36,78;36,97;4,70 %;52,44 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBU2;Siemens;24.02.2023 00:00:00;126,69;127,33;2,99 %;44,98 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBN7;Telefonica;27.01.2023 00:00:00;3,36;3,41;5,84 %;53,79 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBL1;Siemens Healthineers;27.01.2023 00:00:00;45,06;45,43;2,36 %;35,16 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBM9;Südzucker;27.01.2023 00:00:00;12,52;12,59;2,51 %;49,77 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBK3;SAP;27.01.2023 00:00:00;103,62;104,15;7,71 %;30,08 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBE6;Royal Dutch Shell;27.01.2023 00:00:00;16,74;16,83;9,47 %;37,71 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9V1;Bayer;27.01.2023 00:00:00;52,49;52,76;8,46 %;39,61 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBD8;Royal Dutch Shell;27.01.2023 00:00:00;16,51;16,60;5,85 %;47,11 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LB93;Nokia;27.01.2023 00:00:00;3,19;3,24;11,68 %;37,38 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LB77;MünchenerRück;27.01.2023 00:00:00;244,07;245,30;7,18 %;33,71 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LB51;Morphosys;27.01.2023 00:00:00;88,88;89,33;9,93 %;36,50 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LB28;Linde;27.01.2023 00:00:00;210,45;211,51;8,01 %;25,94 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LB36;LVMH;27.01.2023 00:00:00;511,06;513,63;4,64 %;37,13 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAZ3;K+S;27.01.2023 00:00:00;9,67;9,72;10,46 %;51,01 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAY6;ING;27.01.2023 00:00:00;8,73;8,78;4,22 %;56,18 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAR0;Fresenius M.C.;27.01.2023 00:00:00;59,10;59,40;16,90 %;14,68 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAM1;Fraport;27.01.2023 00:00:00;46,73;46,97;4,41 %;51,73 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LAL3;E.ON;27.01.2023 00:00:00;8,53;8,58;11,73 %;23,78 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LA94;Daimler;27.01.2023 00:00:00;62,63;62,95;6,51 %;40,83 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LA03;BMW;27.01.2023 00:00:00;71,62;71,98;5,70 %;38,76 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2L9J6;Airbus;27.01.2023 00:00:00;91,27;91,73;4,63 %;54,68 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBV0;Siemens;24.02.2023 00:00:00;128,17;128,82;6,15 %;33,52 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBG1;RWE;27.01.2023 00:00:00;31,09;31,25;21,07 %;17,49 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBB2;Philips;27.01.2023 00:00:00;44,59;44,82;4,56 %;35,13 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LB44;Merck;27.01.2023 00:00:00;137,35;138,05;6,26 %;28,76 %;;EUR;;;ESG (nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LA37;Continental;27.01.2023 00:00:00;117,36;118,31;5,07 %;50,91 %;;EUR;;;Basic (nicht nachhaltig),,
Capped-Bonus-Zertifikat;DE000LB2LBW8;thyssenkrupp;24.02.2023 00:00:00;9,47;9,52;5,06 %;68,87 %;;EUR;;;ESG (nachhaltig),,
Deep-Express-Zertifikat;DE000LB2LD26;Bayer;23.04.2027 00:00:00;978,22;990,10;5,86 %;36,96 %;5,70 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LD42;Volkswagen;23.04.2027 00:00:00;1.009,67;1.021,93;2,90 %;49,82 %;5,60 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LD00;Allianz;23.04.2027 00:00:00;1.005,20;1.017,41;1,93 %;37,02 %;4,00 %;EUR;;;ESG (nachhaltig),
Deep-Express-Zertifikat;DE000LB2LDD4;Fresenius;26.02.2027 00:00:00;985,64;997,61;5,02 %;29,59 %;4,70 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LDB8;Deutsche Telekom;26.02.2027 00:00:00;994,23;1.006,31;4,15 %;30,52 %;4,75 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LDA0;AXA;26.02.2027 00:00:00;1.022,16;1.034,57;4,94 %;37,80 %;8,50 %;EUR;;;ESG (nachhaltig),
Deep-Express-Zertifikat;DE000LB2LDC6;E.ON;26.02.2027 00:00:00;967,04;978,79;8,42 %;28,24 %;6,00 %;EUR;;;ESG (nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLN6;Royal Dutch Shell;23.04.2027 00:00:00;979,43;991,33;6,10 %;46,41 %;6,10 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLR7;Volkswagen;23.04.2027 00:00:00;1.007,08;1.019,31;4,74 %;44,94 %;7,50 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLD7;EURO STOXX 50®;23.04.2027 00:00:00;987,43;997,40;1,80 %;59,93 %;1,80 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLE5;EURO STOXX 50®;23.04.2027 00:00:00;987,97;997,95;2,01 %;49,91 %;2,10 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLM8;MSCI EMU SRI Select 30 Decrement 3,5% Index;23.04.2027 00:00:00;979,69;994,61;3,09 %;44,00 %;3,00 %;EUR;;;ESG (nachhaltig)
Deep-Express-Zertifikat;DE000LB2LL91;Daimler;23.04.2027 00:00:00;1.002,02;1.014,19;3,92 %;52,40 %;6,00 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLH8;EURO STOXX 50®;23.04.2027 00:00:00;988,33;998,31;2,32 %;44,90 %;2,50 %;EUR;x;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLP1;SAP;23.04.2027 00:00:00;972,54;984,35;4,20 %;37,74 %;3,20 %;EUR;;;ESG (nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLQ9;Siemens;23.04.2027 00:00:00;983,33;995,27;3,73 %;40,23 %;3,80 %;EUR;;;ESG (nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLL0;Fresenius;23.04.2027 00:00:00;995,20;1.007,29;2,82 %;39,44 %;4,00 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLJ4;EURO STOXX 50®;23.04.2027 00:00:00;998,67;1.008,76;1,83 %;39,90 %;3,00 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLG0;EURO STOXX 50®;23.04.2027 00:00:00;988,33;998,31;2,32 %;44,90 %;2,50 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLC9;EURO STOXX 50®;23.04.2027 00:00:00;989,63;999,63;0,99 %;69,95 %;1,10 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLB1;Deutsche Telekom;23.04.2027 00:00:00;996,26;1.008,36;2,73 %;40,69 %;4,00 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLA3;Deutsche Post;23.04.2027 00:00:00;988,77;1.000,78;3,49 %;39,28 %;4,10 %;EUR;;;ESG (nachhaltig),
Deep-Express-Zertifikat;DE000LB2LL75;Bayer;23.04.2027 00:00:00;981,27;993,19;5,84 %;42,48 %;6,00 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LL59;Allianz;23.04.2027 00:00:00;1.004,11;1.016,31;2,88 %;41,88 %;5,00 %;EUR;;;ESG (nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLK2;EURO STOXX 50®;23.04.2027 00:00:00;998,67;1.008,76;1,83 %;39,90 %;3,00 %;EUR;x;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LLF2;EURO STOXX 50®;23.04.2027 00:00:00;987,97;997,95;2,01 %;49,91 %;2,10 %;EUR;x;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat;DE000LB2LL67;BASF;23.04.2027 00:00:00;1.003,17;1.015,35;2,28 %;41,57 %;4,20 %;EUR;;;ESG (nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2L834;Daimler;23.04.2027 00:00:00;1.004,83;1.017,03;1,96 %;52,26 %;4,00 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2L875;Volkswagen;23.04.2027 00:00:00;1.004,69;1.016,89;2,15 %;45,26 %;4,20 %;EUR;;;Basic (nicht nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2L818;Allianz;23.04.2027 00:00:00;1.005,44;1.017,65;1,65 %;34,32 %;3,70 %;EUR;;;ESG (nachhaltig),
Deep-Express-Zertifikat plus;DE000LB2L842;Deutsche Post;23.04.2027 00:00:00;993,06;1.005,12;2,58 %;31,54 %;3,50 %;EUR;;;ESG (nachhaltig),
