Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit,,,,,,
Aktien-Anleihe;DE000LB2UFT6;RWE;24.06.2022 00:00:00;97,51;97,61;6,17 %;7,68 %;4,25 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UFR0;Daimler;24.06.2022 00:00:00;100,83;100,93;3,00 %;24,25 %;3,75 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UFP4;Infineon;23.07.2021 00:00:00;100,09;100,19;5,36 %;15,53 %;5,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UFN9;Bechtle;23.07.2021 00:00:00;97,96;98,16;10,27 %;9,28 %;5,00 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UFS8;Deutsche Post;24.06.2022 00:00:00;99,23;99,33;3,72 %;13,93 %;3,20 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UFQ2;BASF;24.06.2022 00:00:00;100,65;100,75;3,19 %;18,26 %;3,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UFU4;SAP;24.06.2022 00:00:00;97,91;98,01;4,33 %;11,62 %;2,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UK67;Fraport;26.08.2022 00:00:00;101,81;102,01;2,17 %;36,21 %;3,55 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJL5;Deutsche Lufthansa;26.08.2022 00:00:00;104,73;104,83;4,25 %;38,44 %;7,65 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UGZ1;Airbus;26.08.2022 00:00:00;102,99;103,09;6,49 %;14,40 %;8,70 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UJM3;Deutsche Lufthansa;26.08.2022 00:00:00;105,98;106,09;6,03 %;28,51 %;10,40 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UJ45;Danone;26.08.2022 00:00:00;100,20;100,40;2,48 %;17,58 %;2,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJN1;Deutsche Post;26.08.2022 00:00:00;99,42;99,52;3,35 %;17,61 %;3,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UMJ3;Volkswagen;26.08.2022 00:00:00;102,98;103,08;4,48 %;21,13 %;6,65 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2ULK3;Porsche;26.08.2022 00:00:00;104,30;104,51;2,33 %;26,45 %;5,45 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UMA2;Total;26.08.2022 00:00:00;101,65;101,75;4,13 %;22,88 %;5,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UM32;Siemens Healthineers;26.08.2022 00:00:00;101,38;101,58;2,66 %;8,14 %;3,75 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UM16;Siemens;26.08.2022 00:00:00;99,91;100,01;4,97 %;8,30 %;4,95 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULU2;SAP;26.08.2022 00:00:00;99,19;99,29;2,96 %;18,58 %;2,45 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULT4;Sanofi;26.08.2022 00:00:00;96,15;96,25;6,88 %;1,97 %;4,10 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2ULR8;RWE;26.08.2022 00:00:00;92,08;92,18;8,73 %;-5,53 %;6,30 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2ULL1;ProSiebenSat.1 Media;26.08.2022 00:00:00;101,81;102,01;1,03 %;53,39 %;2,40 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULG1;Orange;26.08.2022 00:00:00;99,68;99,78;3,07 %;17,31 %;2,90 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULD8;MünchenerRück;26.08.2022 00:00:00;102,46;102,56;3,96 %;15,63 %;5,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UL90;Morphosys;26.08.2022 00:00:00;94,78;94,98;7,80 %;7,64 %;4,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UL33;Linde;26.08.2022 00:00:00;100,58;100,68;4,19 %;9,22 %;4,65 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKX8;K+S;26.08.2022 00:00:00;97,64;97,79;5,67 %;31,21 %;4,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKY6;K+S;26.08.2022 00:00:00;97,38;97,53;8,85 %;15,57 %;6,95 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKV2;Infineon;26.08.2022 00:00:00;100,55;100,65;6,72 %;11,95 %;7,15 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKP4;HOCHTIEF;26.08.2022 00:00:00;96,10;96,30;7,20 %;7,77 %;4,45 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKL3;HeidelbergCement;26.08.2022 00:00:00;100,59;100,69;6,23 %;9,96 %;6,70 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UK91;Freenet;26.08.2022 00:00:00;101,00;101,10;4,49 %;17,57 %;5,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UK75;Fraport;26.08.2022 00:00:00;103,06;103,27;3,61 %;27,03 %;5,90 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJU6;Deutsche Telekom;26.08.2022 00:00:00;99,93;100,03;5,10 %;6,54 %;5,10 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UJC4;Deutsche Bank;26.08.2022 00:00:00;102,34;102,49;1,94 %;42,86 %;3,65 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHP0;BMW;26.08.2022 00:00:00;101,12;101,22;5,25 %;10,57 %;6,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHM7;BMW;26.08.2022 00:00:00;100,75;100,85;1,77 %;27,77 %;2,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHF1;Bayer;26.08.2022 00:00:00;99,01;99,11;9,08 %;4,05 %;8,35 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UH88;BASF;26.08.2022 00:00:00;100,95;101,05;1,58 %;28,08 %;2,30 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UH62;AXA;26.08.2022 00:00:00;102,90;103,00;2,97 %;25,63 %;5,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UH05;Allianz;26.08.2022 00:00:00;101,50;101,60;1,16 %;29,51 %;2,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UGW8;Air Liquide;26.08.2022 00:00:00;98,23;98,33;3,44 %;9,63 %;2,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULW8;SAP;26.08.2022 00:00:00;98,83;98,93;5,29 %;9,00 %;4,50 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJH3;Deutsche Börse;26.08.2022 00:00:00;99,89;99,99;4,48 %;11,44 %;4,45 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UMV8;Royal Dutch Shell;23.09.2022 00:00:00;101,63;101,73;2,61 %;29,49 %;3,75 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UMR6;ING;23.09.2022 00:00:00;104,16;104,26;1,76 %;40,15 %;4,55 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UMQ8;Zalando;26.08.2022 00:00:00;93,66;93,86;10,28 %;9,15 %;5,55 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UMH7;Volkswagen;26.08.2022 00:00:00;102,53;102,63;3,27 %;26,88 %;5,10 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2ULZ1;Siemens;26.08.2022 00:00:00;99,80;99,90;2,48 %;19,76 %;2,40 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULY4;Siemens;26.08.2022 00:00:00;99,83;99,93;1,80 %;23,58 %;1,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULS6;Sanofi;26.08.2022 00:00:00;96,98;97,08;4,75 %;8,51 %;2,65 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2ULQ0;RWE;26.08.2022 00:00:00;93,16;93,26;10,23 %;0,86 %;5,05 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2ULH9;Philips;26.08.2022 00:00:00;99,79;99,89;3,24 %;14,53 %;3,15 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2ULE6;MünchenerRück;26.08.2022 00:00:00;102,76;102,86;5,42 %;9,60 %;7,45 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULB2;MünchenerRück;26.08.2022 00:00:00;101,57;101,67;1,11 %;31,78 %;2,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UL74;LVMH;26.08.2022 00:00:00;101,19;101,29;3,16 %;16,73 %;4,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UL09;LANXESS;26.08.2022 00:00:00;98,54;98,74;5,33 %;12,32 %;4,40 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKT6;Infineon;26.08.2022 00:00:00;100,69;100,79;2,81 %;28,77 %;3,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKK5;HeidelbergCement;26.08.2022 00:00:00;100,55;100,65;4,46 %;17,13 %;4,90 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKJ7;HeidelbergCement;26.08.2022 00:00:00;100,35;100,45;2,60 %;26,66 %;2,90 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKA6;Fresenius;26.08.2022 00:00:00;99,09;99,19;2,88 %;19,27 %;2,30 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UK00;E.ON;26.08.2022 00:00:00;98,28;98,38;6,62 %;6,17 %;5,40 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJX0;Deutsche Wohnen;26.08.2022 00:00:00;96,88;97,08;5,89 %;4,95 %;3,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJG5;Deutsche Börse;26.08.2022 00:00:00;99,93;100,03;3,29 %;16,97 %;3,30 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJ11;Daimler;26.08.2022 00:00:00;102,86;102,96;1,96 %;34,16 %;4,00 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UJ03;Daimler;26.08.2022 00:00:00;102,14;102,24;1,07 %;41,48 %;2,60 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UHR6;Carl Zeiss Meditec;26.08.2022 00:00:00;94,89;95,09;6,98 %;4,84 %;3,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHQ8;Carl Zeiss Meditec;26.08.2022 00:00:00;95,58;95,78;4,88 %;12,77 %;1,85 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHK1;Beiersdorf;26.08.2022 00:00:00;96,72;96,82;5,51 %;1,12 %;3,20 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHD6;Bayer;26.08.2022 00:00:00;99,51;99,61;5,10 %;18,44 %;4,80 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UHG9;Bechtle;26.08.2022 00:00:00;95,39;95,59;6,70 %;11,89 %;3,45 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UH70;AXA;26.08.2022 00:00:00;103,62;103,72;4,33 %;18,66 %;6,95 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UH13;Allianz;26.08.2022 00:00:00;102,03;102,13;2,73 %;19,79 %;4,20 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJ29;Daimler;26.08.2022 00:00:00;103,79;103,89;3,04 %;26,85 %;5,75 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UMN5;Wacker Chemie;26.08.2022 00:00:00;94,64;94,84;9,39 %;11,35 %;5,45 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UMB0;Total;26.08.2022 00:00:00;102,04;102,14;5,84 %;15,03 %;7,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJV4;Deutsche Telekom;26.08.2022 00:00:00;99,60;99,70;7,28 %;-0,13 %;7,10 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UH47;Anheuser-Busch InBev;26.08.2022 00:00:00;95,63;95,83;6,83 %;7,68 %;3,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UMT2;Nokia;23.09.2022 00:00:00;98,62;98,82;3,81 %;25,45 %;3,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UMK1;Vonovia;26.08.2022 00:00:00;99,37;99,57;2,10 %;20,94 %;1,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UM99;Total;26.08.2022 00:00:00;101,50;101,60;2,60 %;30,48 %;3,70 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UM24;Siemens Healthineers;26.08.2022 00:00:00;101,02;101,22;1,27 %;14,67 %;2,10 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UL41;Linde;26.08.2022 00:00:00;100,60;100,70;5,37 %;4,58 %;5,85 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKW0;Infineon;26.08.2022 00:00:00;100,82;100,92;8,68 %;3,63 %;9,30 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKN9;Henkel;26.08.2022 00:00:00;96,59;96,69;5,71 %;1,54 %;3,30 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKD0;Fresenius;26.08.2022 00:00:00;97,24;97,34;7,50 %;-1,61 %;6,55 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UJW2;Deutsche Wohnen;26.08.2022 00:00:00;97,06;97,26;4,26 %;11,02 %;2,30 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJ94;Delivery Hero;26.08.2022 00:00:00;92,29;92,49;8,75 %;25,96 %;3,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHV8;Continental;26.08.2022 00:00:00;99,48;99,68;4,90 %;19,42 %;4,65 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UHL9;Bilfinger;26.08.2022 00:00:00;101,26;101,46;4,43 %;23,54 %;5,45 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UHB0;BASF;26.08.2022 00:00:00;101,66;101,76;6,41 %;6,50 %;7,65 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UH39;Allianz;26.08.2022 00:00:00;102,66;102,76;5,54 %;7,63 %;7,50 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UMM7;Wacker Chemie;26.08.2022 00:00:00;95,98;96,18;5,94 %;25,83 %;3,15 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UME4;Vinci;26.08.2022 00:00:00;101,89;102,09;2,51 %;26,50 %;3,95 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULM9;ProSiebenSat.1 Media;26.08.2022 00:00:00;102,47;102,68;2,55 %;42,79 %;4,40 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULF3;OMV;26.08.2022 00:00:00;103,24;103,45;2,07 %;27,99 %;4,45 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKM1;Henkel;26.08.2022 00:00:00;96,93;97,03;4,69 %;5,14 %;2,55 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKE8;Fresenius M.C.;26.08.2022 00:00:00;93,57;93,67;6,54 %;6,21 %;1,90 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UJQ4;Deutsche Post;26.08.2022 00:00:00;98,94;99,04;6,38 %;5,84 %;5,65 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJA8;Delivery Hero;26.08.2022 00:00:00;89,05;89,25;14,67 %;2,82 %;6,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHX4;Covestro;26.08.2022 00:00:00;101,86;102,06;1,49 %;35,42 %;2,90 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHS4;Commerzbank;26.08.2022 00:00:00;98,72;98,87;5,59 %;25,56 %;4,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHE4;Bayer;26.08.2022 00:00:00;99,35;99,45;6,33 %;13,64 %;5,90 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UGU2;adidas;26.08.2022 00:00:00;100,29;100,39;3,09 %;20,96 %;3,35 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UMS4;ING;23.09.2022 00:00:00;105,50;105,61;3,80 %;28,40 %;7,55 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UMF1;Vivendi;26.08.2022 00:00:00;104,90;105,01;-0,51 %;24,70 %;2,85 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UM73;thyssenkrupp;26.08.2022 00:00:00;100,83;100,93;6,06 %;38,65 %;6,70 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UM65;Telefonica;26.08.2022 00:00:00;99,62;99,82;7,28 %;15,83 %;7,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULX6;SAP;26.08.2022 00:00:00;98,74;98,84;6,63 %;4,16 %;5,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULJ5;Porsche;26.08.2022 00:00:00;103,25;103,46;1,09 %;33,27 %;3,45 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UL82;Merck;26.08.2022 00:00:00;98,26;98,36;3,57 %;11,86 %;2,40 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UL66;LVMH;26.08.2022 00:00:00;100,92;101,02;1,80 %;24,13 %;2,50 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKZ3;LANXESS;26.08.2022 00:00:00;99,14;99,34;3,12 %;22,59 %;2,65 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKR0;HUGO BOSS;26.08.2022 00:00:00;103,85;104,06;2,98 %;25,51 %;5,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKS8;Iberdrola;26.08.2022 00:00:00;93,62;93,72;7,40 %;1,63 %;2,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKQ2;HUGO BOSS;26.08.2022 00:00:00;102,92;103,13;1,26 %;34,82 %;3,40 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKU4;Infineon;26.08.2022 00:00:00;100,79;100,89;4,54 %;20,39 %;5,15 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKH1;Hannover Rück;26.08.2022 00:00:00;102,07;102,27;2,43 %;21,34 %;4,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UKG3;Fresenius M.C.;26.08.2022 00:00:00;90,47;90,57;5,23 %;-10,85 %;4,95 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UKC2;Fresenius;26.08.2022 00:00:00;97,78;97,88;6,84 %;3,95 %;5,25 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UKB4;Fresenius;26.08.2022 00:00:00;98,52;98,62;4,50 %;12,31 %;3,50 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UKF5;Fresenius M.C.;26.08.2022 00:00:00;91,97;92,07;7,69 %;-2,32 %;3,30 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UK83;Freenet;26.08.2022 00:00:00;101,06;101,16;2,20 %;26,79 %;3,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UK26;Eni;26.08.2022 00:00:00;102,89;102,99;2,92 %;24,94 %;5,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJZ5;E.ON;26.08.2022 00:00:00;98,64;98,74;4,82 %;12,03 %;3,90 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UK18;Enel;26.08.2022 00:00:00;96,71;96,81;6,14 %;8,71 %;3,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJY8;E.ON;26.08.2022 00:00:00;99,06;99,16;2,85 %;19,66 %;2,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJT8;Deutsche Telekom;26.08.2022 00:00:00;100,15;100,25;3,19 %;13,22 %;3,35 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UJS0;Deutsche Telekom;26.08.2022 00:00:00;100,26;100,36;2,01 %;18,22 %;2,25 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UJR2;Deutsche Post;26.08.2022 00:00:00;98,72;98,82;8,15 %;-0,05 %;7,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJK7;Deutsche Lufthansa;26.08.2022 00:00:00;102,87;102,97;2,20 %;52,34 %;4,25 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UJJ9;Deutsche Börse;26.08.2022 00:00:00;99,81;99,91;5,85 %;5,90 %;5,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJE0;Deutsche Bank;26.08.2022 00:00:00;104,08;104,23;5,15 %;21,90 %;8,15 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJD2;Deutsche Bank;26.08.2022 00:00:00;103,27;103,42;3,61 %;30,95 %;6,00 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJF7;Deutsche Börse;26.08.2022 00:00:00;99,96;100,06;2,27 %;22,51 %;2,30 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJB6;Delivery Hero;26.08.2022 00:00:00;87,49;87,69;11,08 %;-11,06 %;8,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHW6;Continental;26.08.2022 00:00:00;99,40;99,60;6,78 %;10,94 %;6,45 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UHZ9;Covestro;26.08.2022 00:00:00;102,85;103,06;4,59 %;19,28 %;6,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHY2;Covestro;26.08.2022 00:00:00;102,31;102,52;2,90 %;27,35 %;4,65 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHU0;Continental;26.08.2022 00:00:00;99,62;99,82;2,53 %;32,15 %;2,40 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UHT2;Commerzbank;26.08.2022 00:00:00;98,10;98,25;9,12 %;10,13 %;7,75 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHN5;BMW;26.08.2022 00:00:00;100,89;100,99;3,12 %;20,20 %;3,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHJ3;Beiersdorf;26.08.2022 00:00:00;97,33;97,43;3,88 %;7,08 %;2,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHH7;Bechtle;26.08.2022 00:00:00;94,03;94,23;9,55 %;-0,69 %;5,60 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UHC8;Bayer;26.08.2022 00:00:00;99,66;99,76;3,99 %;23,24 %;3,80 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UH96;BASF;26.08.2022 00:00:00;101,27;101,37;2,85 %;20,89 %;3,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJ37;Daimler;26.08.2022 00:00:00;104,65;104,75;4,35 %;19,53 %;7,70 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UH54;AXA;26.08.2022 00:00:00;102,19;102,29;1,88 %;32,61 %;3,45 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UH21;Allianz;26.08.2022 00:00:00;102,40;102,50;4,30 %;12,49 %;6,05 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UGX6;Airbus;26.08.2022 00:00:00;101,85;101,95;2,45 %;34,54 %;3,80 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UGV0;adidas;26.08.2022 00:00:00;100,33;100,43;4,92 %;12,37 %;5,20 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UGT4;adidas;26.08.2022 00:00:00;100,24;100,34;1,87 %;27,84 %;2,10 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UMD6;United Internet;26.08.2022 00:00:00;98,80;99,00;4,63 %;14,86 %;3,90 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UMC8;United Internet;26.08.2022 00:00:00;99,07;99,27;2,97 %;22,97 %;2,45 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2UM57;Telefonica;26.08.2022 00:00:00;99,83;100,03;4,20 %;28,05 %;4,20 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2ULP2;RWE;26.08.2022 00:00:00;94,52;94,62;7,60 %;8,97 %;3,60 %;EUR;;;Basic (nicht nachhaltig),
Aktien-Anleihe;DE000LB2ULC0;MünchenerRück;26.08.2022 00:00:00;102,00;102,10;2,35 %;23,76 %;3,80 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UJP6;Deutsche Post;26.08.2022 00:00:00;99,20;99,30;4,77 %;11,72 %;4,25 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UHA2;BASF;26.08.2022 00:00:00;101,46;101,56;4,46 %;13,69 %;5,55 %;EUR;;;ESG (nachhaltig),
Aktien-Anleihe;DE000LB2UGY4;Airbus;26.08.2022 00:00:00;102,45;102,55;4,31 %;24,47 %;6,10 %;EUR;;;Basic (nicht nachhaltig),
